order_id,customer_id,order_date,ship_state,payment_method,device,coupon_applied,order_status,order_value
O003203,C01953,2024-05-18 23:50:08,Delhi,UPI,Android,0,delivered,3290.64
O003204,C00332,2024-01-17 11:58:49,Jammu & Kashmir,COD,Android,0,cancelled,3370.54
O003205,C00547,2025-06-15 05:10:29,Telangana,NetBanking,Android,1,delivered,4308.24
O003206,C01890,2024-04-03 09:17:03,Telangana,COD,iOS,0,delivered,9721.69
O003207,C01680,2024-04-02 05:11:40,Maharashtra,COD,Android,0,delivered,1958.63
O003208,C01316,2025-06-03 19:22:19,Haryana,Card,Android,0,delivered,1557.81
O003209,C00066,2025-06-24 11:50:16,Rajasthan,UPI,Android,0,delivered,335.12
O003210,C01996,2024-07-15 11:32:38,Jammu & Kashmir,UPI,Web,1,delivered,1998.2
O003211,C00731,2024-11-19 08:16:59,Tamil Nadu,UPI,Web,0,returned,1178.74
O003212,C00568,2025-05-20 19:28:29,Madhya Pradesh,Card,Android,1,returned,6681.75
O003213,C00657,2024-11-03 13:33:06,Jharkhand,COD,Android,1,delivered,4543.44
O003214,C00404,2025-06-20 11:28:39,Madhya Pradesh,Wallet,Android,0,cancelled,2271.87
O003215,C01749,2024-03-20 14:50:20,Telangana,COD,Android,0,delivered,1410.2
O003216,C01630,2024-11-29 21:12:13,Telangana,UPI,Android,0,delivered,7425.25
O003217,C00618,2025-02-15 03:57:34,Chhattisgarh,UPI,iOS,0,delivered,1970.14
O003218,C00596,2024-08-22 23:22:24,West Bengal,NetBanking,Android,0,delivered,2802.98
O003219,C00648,2024-05-18 13:36:14,Bihar,UPI,iOS,0,delivered,2417.03
O003220,C00146,2024-01-08 02:14:12,Delhi,Card,iOS,0,delivered,3811.44
O003221,C00761,2024-11-01 16:21:52,Uttar Pradesh,UPI,Android,0,delivered,3426.81
O003222,C01554,2025-04-12 22:57:47,Assam,UPI,Android,0,delivered,4834.95
O003223,C01426,2025-02-04 12:38:00,Jammu & Kashmir,UPI,Android,0,delivered,508.39
O003224,C00125,2025-07-25 08:11:48,Madhya Pradesh,NetBanking,iOS,1,delivered,491.59
O003225,C01538,2024-07-28 16:54:45,Jammu & Kashmir,UPI,iOS,1,delivered,999.88
O003226,C01356,2024-07-12 13:34:38,West Bengal,UPI,Android,0,delivered,1140.33
O003227,C00480,2024-12-04 14:21:22,Delhi,UPI,Web,1,returned,2554.67
O003228,C01002,2025-01-14 03:18:42,Kerala,UPI,Android,1,delivered,7937.9
O003229,C00712,2024-09-02 18:10:07,Haryana,COD,Android,0,returned,662.54
O003230,C01971,2024-04-10 22:03:18,Punjab,Card,Android,0,delivered,2354.61
O003231,C01674,2024-12-05 12:48:06,Rajasthan,NetBanking,Android,0,delivered,4763.72
O003232,C00715,2024-03-08 15:58:30,Tamil Nadu,UPI,Android,0,delivered,5274.88
O003233,C01422,2024-08-02 00:05:53,Jharkhand,NetBanking,Android,0,delivered,1280.19
O003234,C01818,2024-01-02 06:25:30,West Bengal,COD,Android,0,delivered,599.74
O003235,C00815,2024-02-11 23:37:15,Jammu & Kashmir,UPI,Android,1,delivered,7166.12
O003236,C01054,2025-04-27 08:18:12,Jharkhand,COD,Android,0,delivered,382.64
O003237,C00056,2025-01-21 10:53:55,Jammu & Kashmir,UPI,Android,0,delivered,4884.84
O003238,C01655,2024-03-13 02:28:14,Delhi,NetBanking,iOS,1,delivered,2224.6
O003239,C01962,2024-01-20 06:33:42,Gujarat,COD,Android,0,delivered,213.54
O003240,C00132,2025-04-25 18:21:35,Delhi,UPI,Android,0,delivered,7074.93
O003241,C00231,2025-02-19 16:06:26,Andhra Pradesh,COD,Android,0,delivered,6162.4
O003242,C00395,2024-05-30 06:23:16,Haryana,COD,Android,1,delivered,3102.85
O003243,C01176,2025-02-04 13:50:25,Bihar,COD,Android,0,delivered,1756.59
O003244,C01526,2025-06-09 08:10:24,Chhattisgarh,UPI,Android,0,returned,2474.28
O003245,C00982,2024-10-11 08:38:43,Uttar Pradesh,COD,Android,1,delivered,2335.54
O003246,C00963,2024-11-29 17:38:47,Rajasthan,COD,Android,0,returned,3445.32
O003247,C00933,2024-07-23 09:38:04,Rajasthan,COD,iOS,0,delivered,2975.7
O003248,C01530,2024-11-25 04:35:23,Maharashtra,Card,Web,1,cancelled,3504.03
O003249,C01410,2024-04-18 07:46:46,Maharashtra,UPI,Android,0,delivered,1011.68
O003250,C00908,2024-01-11 01:16:29,Kerala,COD,iOS,1,returned,2553.65
O003251,C00533,2024-08-17 17:51:43,Bihar,COD,Android,0,delivered,3907.31
O003252,C00965,2024-01-30 16:10:08,Chhattisgarh,UPI,Android,0,delivered,1507.45
O003253,C01991,2024-07-05 02:28:25,Delhi,Card,Android,0,delivered,3492.15
O003254,C00448,2024-06-21 01:26:34,Andhra Pradesh,UPI,iOS,0,delivered,1448.5
O003255,C01604,2025-06-24 01:53:10,Delhi,NetBanking,Android,0,delivered,2909.82
O003256,C00126,2025-07-14 11:24:01,Karnataka,COD,Android,0,delivered,428.96
O003257,C00555,2024-10-04 05:53:22,Odisha,COD,Android,0,delivered,6799.55
O003258,C00694,2024-07-16 03:37:49,Delhi,NetBanking,Web,0,delivered,1181.89
O003259,C00489,2025-05-20 22:08:16,Gujarat,Card,Android,0,delivered,1686.64
O003260,C00612,2024-09-02 22:54:10,West Bengal,Card,Android,1,cancelled,6203.16
O003261,C00891,2025-07-01 04:27:33,Telangana,COD,Android,0,delivered,3220.8
O003262,C00446,2024-08-05 12:49:48,Karnataka,UPI,Android,0,delivered,2853.22
O003263,C01494,2024-01-16 19:22:30,Gujarat,NetBanking,Android,1,delivered,2286.56
O003264,C01373,2025-05-06 15:23:42,Telangana,COD,Android,1,returned,6655.32
O003265,C00508,2025-01-16 14:54:58,Karnataka,UPI,Android,0,delivered,3802.17
O003266,C00457,2025-01-17 14:20:17,Assam,Card,Android,0,delivered,6298.7
O003267,C00986,2024-09-28 02:54:16,Haryana,COD,Android,0,delivered,4296.98
O003268,C01932,2024-11-16 06:22:32,Chhattisgarh,COD,Android,0,delivered,6012.74
O003269,C01776,2024-07-19 16:36:46,Andhra Pradesh,COD,Android,0,delivered,17046.09
O003270,C00385,2024-06-18 04:02:21,Telangana,Card,Android,0,delivered,5503.78
O003271,C00712,2024-04-22 18:54:28,Haryana,UPI,Android,0,returned,2404.92
O003272,C00929,2025-05-24 05:33:39,Jharkhand,UPI,Android,0,delivered,5661.16
O003273,C01472,2024-10-29 06:22:38,Punjab,COD,Android,0,cancelled,1963.64
O003274,C01652,2025-03-22 10:53:07,Rajasthan,NetBanking,Android,0,delivered,1497.38
O003275,C01139,2024-06-24 19:54:07,West Bengal,COD,iOS,0,delivered,440.25
O003276,C00452,2024-07-08 16:05:52,Rajasthan,Wallet,Android,0,delivered,6471.75
O003277,C00654,2025-06-09 14:01:23,Karnataka,UPI,Android,0,delivered,1528.34
O003278,C01143,2024-05-06 04:29:58,Kerala,COD,Android,0,delivered,2290.17
O003279,C01117,2025-02-27 07:28:04,Gujarat,UPI,Android,0,delivered,2037.56
O003280,C01934,2024-05-10 20:40:24,Kerala,COD,Web,1,cancelled,2505.54
O003281,C00521,2025-02-20 09:16:51,Gujarat,COD,Web,0,delivered,4118.63
O003282,C01609,2024-10-05 19:52:42,Jammu & Kashmir,Card,Android,0,delivered,4388.28
O003283,C00538,2025-06-02 12:28:21,Madhya Pradesh,UPI,Android,0,delivered,4793.25
O003284,C01457,2024-01-07 12:34:27,Rajasthan,UPI,Android,0,delivered,5161.25
O003285,C01775,2024-03-09 15:00:42,Punjab,UPI,Android,0,delivered,976.36
O003286,C01898,2024-01-28 14:43:48,Maharashtra,UPI,iOS,0,delivered,1591.64
O003287,C00145,2024-11-28 11:26:43,Delhi,UPI,Android,1,delivered,3993.18
O003288,C01092,2024-06-21 11:25:34,Delhi,Wallet,Android,0,delivered,5486.8
O003289,C00700,2025-07-28 16:42:28,West Bengal,UPI,Android,1,delivered,2787.59
O003290,C01902,2025-03-02 07:53:31,Jharkhand,NetBanking,Android,0,delivered,7486.98
O003291,C00131,2024-05-03 13:12:56,Kerala,UPI,Android,1,delivered,5246.28
O003292,C00733,2024-11-07 11:01:34,Jharkhand,NetBanking,Android,1,delivered,2623.91
O003293,C01305,2024-04-21 05:30:57,Assam,UPI,Android,1,cancelled,1600.66
O003294,C01813,2024-11-07 09:21:41,Telangana,Card,Web,0,returned,6295.06
O003295,C01676,2024-05-30 07:59:51,Andhra Pradesh,COD,Android,0,delivered,1621.27
O003296,C01590,2024-06-23 22:46:43,Delhi,UPI,Web,0,delivered,6222.18
O003297,C00513,2024-10-11 05:52:21,Madhya Pradesh,COD,iOS,1,delivered,5362.65
O003298,C00640,2024-06-12 13:36:50,West Bengal,Card,iOS,1,delivered,7172.95
O003299,C00001,2025-01-01 21:27:39,Jharkhand,COD,iOS,0,delivered,4794.08
O003300,C01709,2025-01-15 23:31:52,Uttar Pradesh,UPI,iOS,0,delivered,780.66
O003301,C01966,2024-09-01 10:41:43,Telangana,COD,Android,0,delivered,6867.37
O003302,C00432,2024-03-03 20:58:39,Uttar Pradesh,NetBanking,Android,0,delivered,3616.94
O003303,C00391,2024-08-04 13:20:59,Uttar Pradesh,Card,Android,0,delivered,4683.62
O003304,C01290,2024-07-05 10:30:56,Telangana,COD,Android,0,delivered,4600.66
O003305,C00399,2024-10-07 05:27:56,Punjab,UPI,Web,0,delivered,2969.39
O003306,C00808,2025-03-10 12:17:05,Andhra Pradesh,Wallet,Android,0,delivered,2292.55
O003307,C01280,2025-02-15 03:06:01,Maharashtra,Card,Android,0,delivered,1840.44
O003308,C00395,2024-08-01 13:59:27,Haryana,COD,Web,0,delivered,8821.58
O003309,C00952,2025-03-07 14:58:05,Madhya Pradesh,UPI,Android,0,delivered,1145.65
O003310,C00174,2025-06-02 01:25:12,Maharashtra,COD,Android,0,delivered,867.6
O003311,C01069,2024-02-15 11:54:07,Punjab,UPI,Android,0,delivered,5688.21
O003312,C00855,2024-03-04 07:09:45,Madhya Pradesh,Card,Android,1,delivered,5292.71
O003313,C01165,2024-10-11 22:55:20,Jammu & Kashmir,NetBanking,Android,1,delivered,4589.86
O003314,C00539,2024-02-21 07:24:02,Bihar,UPI,Android,0,cancelled,5885.83
O003315,C00745,2024-02-08 08:12:46,Madhya Pradesh,Card,Android,0,delivered,2949.16
O003316,C00721,2024-11-28 05:00:43,Chhattisgarh,Card,Web,0,delivered,5889.66
O003317,C00050,2024-05-14 20:13:08,Rajasthan,UPI,iOS,0,delivered,7101.38
O003318,C01085,2025-01-13 23:49:25,Jharkhand,COD,Android,0,returned,4324.93
O003319,C00243,2024-03-06 22:39:46,Maharashtra,UPI,iOS,0,returned,2224.67
O003320,C01293,2024-08-20 17:27:41,Chhattisgarh,UPI,Android,0,delivered,3253.58
O003321,C01164,2024-09-26 07:19:35,Gujarat,COD,Android,0,delivered,3066.53
O003322,C01181,2024-09-08 18:52:49,Bihar,UPI,iOS,1,delivered,3618.53
O003323,C00597,2025-07-02 11:39:33,Odisha,NetBanking,iOS,0,delivered,1753.36
O003324,C01620,2025-05-28 19:22:57,Punjab,Card,Web,0,delivered,6650.39
O003325,C00276,2024-08-08 14:34:32,Karnataka,UPI,Android,1,delivered,2015.29
O003326,C01055,2024-11-09 08:41:57,Jharkhand,UPI,Android,0,delivered,120.71
O003327,C00008,2024-05-26 04:00:27,Bihar,UPI,Android,1,delivered,7197.66
O003328,C01816,2024-10-04 08:41:06,Rajasthan,Card,Android,0,delivered,2801.72
O003329,C00715,2024-04-21 14:57:05,Tamil Nadu,COD,Android,0,delivered,743.13
O003330,C01959,2025-01-28 23:01:11,Delhi,COD,Android,0,delivered,6754.21
O003331,C00033,2024-07-22 11:37:07,Maharashtra,Wallet,Android,0,delivered,3923.03
O003332,C00810,2024-12-09 16:31:13,Haryana,UPI,iOS,0,delivered,2564.42
O003333,C01679,2024-04-08 00:09:14,Punjab,UPI,Android,0,delivered,1098.68
O003334,C01476,2024-05-20 14:27:20,West Bengal,UPI,Android,0,cancelled,6289.97
O003335,C01473,2024-02-08 19:24:11,Rajasthan,COD,Web,0,delivered,1761.95
O003336,C00928,2024-06-20 10:56:07,Chhattisgarh,COD,iOS,0,cancelled,2701.16
O003337,C01931,2025-03-26 12:54:12,Rajasthan,UPI,Web,1,returned,1842.96
O003338,C00862,2025-03-03 23:08:54,Jammu & Kashmir,COD,Android,0,delivered,2448.7
O003339,C00037,2024-01-14 22:30:44,Gujarat,COD,Android,1,delivered,4969.36
O003340,C01683,2025-06-12 10:22:20,Telangana,UPI,iOS,0,delivered,5628.2
O003341,C01971,2024-03-27 01:13:08,Punjab,UPI,Android,0,delivered,1050.12
O003342,C01764,2025-04-27 17:11:08,Telangana,UPI,Android,1,cancelled,8449.79
O003343,C00034,2024-04-23 04:59:27,Telangana,UPI,Android,1,returned,5054.78
O003344,C00455,2025-03-09 08:09:33,Jharkhand,COD,Android,0,delivered,4508.35
O003345,C00444,2024-09-25 10:09:17,Odisha,UPI,Android,0,delivered,3425.08
O003346,C01261,2024-05-06 09:29:26,Punjab,NetBanking,Android,1,delivered,922.69
O003347,C00212,2024-06-10 20:59:30,Maharashtra,UPI,iOS,0,delivered,1201.48
O003348,C01845,2025-03-19 22:27:22,Andhra Pradesh,COD,Android,0,delivered,4212.42
O003349,C01164,2024-10-11 06:11:45,Gujarat,Card,Android,1,delivered,5296.5
O003350,C00702,2025-01-18 20:10:20,Kerala,UPI,iOS,0,cancelled,6013.33
O003351,C00608,2025-05-11 19:39:59,Maharashtra,UPI,Android,0,delivered,3107.09
O003352,C01730,2024-03-24 10:06:00,Gujarat,UPI,Android,0,delivered,1882.74
O003353,C00982,2024-12-25 12:57:51,Uttar Pradesh,UPI,Android,0,delivered,5528.91
O003354,C00361,2025-06-08 11:09:26,Bihar,COD,Android,0,cancelled,4371.34
O003355,C00304,2024-06-26 14:11:27,Delhi,UPI,Android,0,delivered,7989.19
O003356,C00296,2025-04-23 21:56:46,Delhi,UPI,Android,0,delivered,5134.21
O003357,C00152,2025-03-03 21:56:20,Tamil Nadu,Card,Android,0,delivered,489.99
O003358,C01970,2024-03-10 20:11:38,Delhi,COD,iOS,1,returned,574.18
O003359,C01247,2024-11-05 23:04:49,Karnataka,UPI,iOS,0,delivered,2116.29
O003360,C01220,2025-03-04 10:05:46,Odisha,COD,Web,1,delivered,1475.28
O003361,C00600,2024-09-18 00:13:07,Gujarat,UPI,Android,1,delivered,7959.85
O003362,C01323,2025-03-01 08:46:46,Telangana,UPI,Android,1,delivered,735.26
O003363,C01553,2024-05-07 11:01:49,Uttar Pradesh,UPI,iOS,1,delivered,857.13
O003364,C01512,2025-04-14 23:51:37,Gujarat,COD,Android,1,delivered,4740.8
O003365,C00211,2024-08-25 08:05:19,Haryana,COD,Android,0,delivered,6626.29
O003366,C00232,2024-12-01 07:56:25,Punjab,NetBanking,Android,1,delivered,11123.24
O003367,C00870,2024-11-04 20:15:06,Chhattisgarh,UPI,Android,0,delivered,3112.16
O003368,C00695,2024-04-30 09:17:40,Tamil Nadu,Wallet,Android,1,delivered,2278.39
O003369,C01698,2024-12-06 16:41:24,Tamil Nadu,UPI,Android,1,delivered,10110.89
O003370,C00367,2024-02-03 05:22:47,Odisha,COD,Web,0,delivered,3326.66
O003371,C00481,2024-12-11 16:00:15,Telangana,UPI,Android,0,delivered,4867.46
O003372,C01606,2024-01-22 13:56:12,Punjab,UPI,Android,0,delivered,3734.76
O003373,C00572,2025-01-21 03:13:00,Bihar,Wallet,Android,0,delivered,1994.64
O003374,C01203,2024-10-22 05:17:04,Gujarat,UPI,Android,0,delivered,4235.03
O003375,C01508,2024-12-14 08:26:13,Tamil Nadu,Card,Android,1,delivered,4381.03
O003376,C01613,2025-03-05 08:14:41,Delhi,Wallet,iOS,1,delivered,878.47
O003377,C01519,2024-09-04 21:09:04,Jharkhand,UPI,Web,0,delivered,569.57
O003378,C01993,2024-10-08 08:53:34,Jharkhand,Card,Android,1,delivered,1522.3
O003379,C01571,2024-11-02 05:46:36,Kerala,UPI,Android,0,delivered,515.91
O003380,C00930,2024-10-17 01:33:58,Odisha,UPI,Android,0,delivered,5768.51
O003381,C01040,2024-11-01 15:51:23,Assam,NetBanking,iOS,0,delivered,4697.64
O003382,C00466,2025-02-19 17:36:29,Bihar,Card,Android,1,delivered,4741.51
O003383,C01426,2024-06-24 14:35:15,Jammu & Kashmir,UPI,Android,0,delivered,1152.56
O003384,C00294,2024-10-30 10:50:38,Haryana,COD,Android,0,delivered,5810.24
O003385,C00171,2024-06-18 16:38:08,West Bengal,UPI,Android,1,returned,6344.38
O003386,C01056,2025-03-08 11:24:58,West Bengal,COD,Android,0,cancelled,3446.75
O003387,C00263,2024-07-11 18:10:02,Punjab,UPI,Android,0,delivered,599.22
O003388,C01239,2024-05-30 23:14:13,Telangana,UPI,Android,0,delivered,1460.37
O003389,C00558,2025-02-05 08:48:41,Bihar,UPI,Android,0,delivered,951.49
O003390,C00189,2024-06-30 12:22:52,Jammu & Kashmir,COD,Android,1,delivered,4991.39
O003391,C00786,2024-06-21 17:43:55,Uttar Pradesh,COD,iOS,0,cancelled,1257.18
O003392,C00583,2024-05-04 18:56:28,Gujarat,UPI,Android,0,delivered,4950.28
O003393,C01002,2024-05-11 21:20:05,Kerala,COD,Android,0,delivered,2107.16
O003394,C01832,2025-04-14 02:16:15,Haryana,COD,iOS,0,delivered,1573.46
O003395,C00600,2024-08-15 06:09:54,Gujarat,UPI,Android,0,delivered,9783.01
O003396,C00846,2025-05-23 15:44:15,Assam,COD,Web,0,delivered,1621.44
O003397,C01970,2025-04-04 14:28:53,Delhi,UPI,Android,0,returned,3644.11
O003398,C01285,2024-06-07 11:52:25,Karnataka,COD,Android,0,delivered,5356.24
O003399,C01206,2024-05-30 12:00:08,West Bengal,COD,iOS,0,delivered,7893.6
O003400,C01529,2025-05-09 16:34:29,Andhra Pradesh,UPI,Android,1,delivered,4604.12
O003401,C00342,2024-09-03 01:35:21,Kerala,COD,Android,0,delivered,2333.54
O003402,C00954,2024-10-13 23:05:25,Madhya Pradesh,COD,Android,0,delivered,2367.36
O003403,C00022,2025-01-26 11:57:27,Jammu & Kashmir,COD,Android,0,delivered,5169.89
O003404,C01098,2024-02-23 20:50:47,Karnataka,COD,Android,0,delivered,3767.92
O003405,C01626,2024-01-14 02:20:26,Karnataka,COD,iOS,0,delivered,3830.76
O003406,C01871,2024-02-08 21:22:03,Bihar,Wallet,Android,0,delivered,653.16
O003407,C00166,2024-01-19 15:34:22,Jharkhand,COD,Android,0,cancelled,2365.62
O003408,C00234,2025-06-27 03:46:46,Uttar Pradesh,UPI,Android,1,delivered,5251.91
O003409,C01399,2024-04-17 21:41:05,Maharashtra,NetBanking,Web,1,cancelled,1485.06
O003410,C01457,2024-03-27 12:43:16,Rajasthan,UPI,Android,0,delivered,955.15
O003411,C00641,2024-04-22 20:57:54,Karnataka,UPI,Web,0,delivered,2674.65
O003412,C01358,2025-05-06 09:40:58,Punjab,COD,Android,1,delivered,1181.12
O003413,C01828,2025-07-16 18:06:50,Punjab,NetBanking,Android,1,delivered,2423.47
O003414,C00607,2024-12-17 22:31:57,Tamil Nadu,UPI,Android,0,delivered,6010.64
O003415,C00540,2024-11-26 04:15:04,Gujarat,UPI,Android,0,delivered,1098.38
O003416,C01890,2025-07-26 07:47:35,Telangana,UPI,Android,0,delivered,5223.7
O003417,C01059,2024-08-20 16:05:59,Bihar,UPI,Web,1,delivered,4538.18
O003418,C01468,2024-03-29 06:46:02,Karnataka,NetBanking,Android,0,delivered,7603.17
O003419,C01255,2025-06-05 08:22:18,Rajasthan,Card,Android,0,cancelled,545.23
O003420,C00318,2024-01-18 23:43:49,Tamil Nadu,UPI,Android,0,delivered,7862.64
O003421,C00343,2024-08-03 16:27:17,Delhi,UPI,iOS,0,returned,5657.8
O003422,C01454,2024-09-08 15:45:01,Kerala,NetBanking,Android,0,delivered,2778.97
O003423,C01900,2024-06-24 13:17:02,Andhra Pradesh,UPI,Android,0,returned,3721.22
O003424,C00979,2024-05-26 20:56:57,West Bengal,UPI,Android,0,delivered,167.94
O003425,C00637,2024-07-02 17:22:37,Jammu & Kashmir,UPI,Android,0,cancelled,1294.17
O003426,C01490,2024-06-06 23:44:28,Chhattisgarh,UPI,iOS,0,delivered,3932.29
O003427,C00079,2024-12-04 14:16:46,Haryana,UPI,Android,0,delivered,5441.52
O003428,C00893,2025-06-06 21:35:39,Delhi,UPI,Android,0,delivered,948.04
O003429,C00573,2024-01-04 22:35:21,Uttar Pradesh,COD,iOS,0,delivered,3957.44
O003430,C00449,2024-05-23 03:50:52,Bihar,COD,Android,0,delivered,6012.59
O003431,C01753,2025-01-21 00:35:26,Jammu & Kashmir,COD,Android,0,delivered,1787.78
O003432,C00282,2025-06-03 08:56:48,Kerala,NetBanking,Android,1,delivered,1754.64
O003433,C00675,2024-04-09 07:25:03,Gujarat,NetBanking,Android,0,delivered,1833.84
O003434,C00057,2024-09-16 15:50:17,West Bengal,UPI,Android,1,delivered,1128.7
O003435,C01999,2024-05-01 19:49:41,Telangana,COD,Android,1,delivered,8151.19
O003436,C00191,2025-03-15 10:16:07,Delhi,Wallet,Android,1,delivered,3160.58
O003437,C00644,2024-05-11 22:50:38,Uttar Pradesh,NetBanking,Android,1,cancelled,5189.96
O003438,C01487,2024-09-27 12:46:40,West Bengal,UPI,Android,1,delivered,5148.94
O003439,C00042,2025-06-06 01:55:10,Jharkhand,COD,iOS,0,delivered,1805.56
O003440,C01510,2024-02-05 18:54:34,West Bengal,COD,Android,0,delivered,6112.37
O003441,C01197,2024-08-14 07:47:22,Uttar Pradesh,COD,Android,0,delivered,10708.37
O003442,C00679,2024-01-18 22:57:41,Maharashtra,UPI,Android,1,delivered,9554.23
O003443,C01274,2025-02-14 02:24:01,Kerala,UPI,Android,1,delivered,1092.3
O003444,C01534,2024-11-21 09:05:04,Andhra Pradesh,COD,Android,0,delivered,4236.37
O003445,C00502,2024-11-13 16:10:27,Punjab,UPI,Android,0,delivered,1897.46
O003446,C01217,2025-07-01 03:47:49,Kerala,UPI,Android,0,delivered,3673.06
O003447,C00790,2025-02-26 16:47:53,Delhi,Card,Android,0,returned,1039.48
O003448,C01931,2024-03-05 14:47:21,Rajasthan,UPI,Android,0,delivered,3613.0
O003449,C00750,2024-08-03 10:41:58,Rajasthan,UPI,Android,1,delivered,4885.36
O003450,C00742,2025-07-12 11:45:57,Telangana,Wallet,Android,0,delivered,3107.7
O003451,C00165,2024-01-13 18:45:09,West Bengal,UPI,Android,1,returned,1414.14
O003452,C00755,2025-05-07 15:48:24,Jharkhand,UPI,iOS,0,delivered,6267.32
O003453,C00090,2025-05-14 13:38:12,Jammu & Kashmir,COD,Android,0,cancelled,3006.28
O003454,C01715,2024-08-10 21:35:19,West Bengal,UPI,Android,0,delivered,3786.11
O003455,C00987,2025-06-10 08:24:30,Chhattisgarh,UPI,Android,0,returned,4867.9
O003456,C01082,2025-07-18 03:32:42,Rajasthan,UPI,Android,0,delivered,6166.28
O003457,C01997,2025-05-02 13:30:05,Telangana,UPI,Android,0,delivered,5155.96
O003458,C01287,2024-07-23 17:25:34,Madhya Pradesh,NetBanking,Android,1,delivered,2654.31
O003459,C00648,2025-04-18 10:25:01,Bihar,Card,Android,0,delivered,5404.62
O003460,C00750,2024-11-11 04:55:09,Rajasthan,UPI,Android,0,delivered,1826.99
O003461,C00819,2025-02-09 04:04:52,Bihar,UPI,Android,0,delivered,4743.98
O003462,C00243,2024-04-27 00:36:45,Maharashtra,UPI,Android,0,delivered,2167.32
O003463,C00663,2025-05-11 22:38:40,Bihar,UPI,Android,1,delivered,2033.72
O003464,C00858,2024-12-10 05:35:15,Madhya Pradesh,NetBanking,Android,1,delivered,2366.52
O003465,C01900,2025-06-17 22:56:56,Andhra Pradesh,NetBanking,Android,0,cancelled,1717.44
O003466,C01783,2024-09-24 21:37:52,Bihar,UPI,Web,1,delivered,7155.85
O003467,C00219,2024-05-14 09:15:35,Kerala,UPI,Web,1,delivered,3891.2
O003468,C00009,2024-10-05 18:51:35,Gujarat,UPI,iOS,0,cancelled,5033.05
O003469,C00430,2024-02-02 18:53:12,Tamil Nadu,NetBanking,Android,1,delivered,5521.76
O003470,C01830,2024-12-30 05:45:44,Chhattisgarh,COD,Android,0,delivered,1450.03
O003471,C01903,2024-11-23 04:09:16,Rajasthan,UPI,Android,1,delivered,3045.55
O003472,C00013,2024-06-17 13:09:41,Karnataka,Card,Android,0,delivered,2377.45
O003473,C01799,2025-05-01 23:30:44,Madhya Pradesh,Card,Web,0,delivered,6256.84
O003474,C00907,2024-09-18 13:50:19,Chhattisgarh,COD,Android,0,delivered,5412.31
O003475,C00970,2025-01-03 21:30:53,Tamil Nadu,UPI,Android,0,delivered,629.61
O003476,C01249,2024-09-24 14:30:53,Andhra Pradesh,UPI,Android,0,delivered,2652.78
O003477,C01767,2024-05-13 16:51:50,Karnataka,UPI,Android,0,delivered,8568.93
O003478,C00690,2024-05-18 14:37:44,Gujarat,COD,Android,1,delivered,2731.18
O003479,C01783,2024-12-24 09:36:11,Bihar,COD,Android,0,delivered,2934.82
O003480,C01091,2024-08-04 16:45:22,Kerala,COD,iOS,0,delivered,1499.17
O003481,C01833,2025-07-17 04:16:40,Rajasthan,UPI,Android,0,cancelled,4252.3
O003482,C01693,2024-03-15 02:34:38,Bihar,Wallet,Android,1,delivered,887.68
O003483,C00677,2024-07-16 12:23:05,Bihar,COD,Android,0,delivered,2146.11
O003484,C01527,2024-04-11 17:38:04,Punjab,UPI,Android,1,delivered,2366.24
O003485,C00184,2024-07-09 00:20:16,Gujarat,COD,Android,0,delivered,2831.14
O003486,C01005,2024-03-11 22:48:32,Chhattisgarh,Card,Android,0,delivered,3146.32
O003487,C00208,2025-05-22 10:31:05,Telangana,COD,Android,0,delivered,6355.82
O003488,C00528,2024-11-26 00:34:05,Kerala,UPI,Android,0,delivered,308.89
O003489,C01324,2024-07-23 19:19:06,Uttar Pradesh,UPI,Web,0,delivered,3307.68
O003490,C00818,2025-02-07 05:38:03,Tamil Nadu,UPI,Android,1,delivered,2680.47
O003491,C01003,2024-01-19 11:59:15,Chhattisgarh,Wallet,iOS,0,delivered,8256.8
O003492,C01265,2025-07-27 15:59:29,Rajasthan,COD,Web,0,delivered,1264.92
O003493,C00455,2024-02-08 01:48:38,Jharkhand,COD,Android,0,delivered,979.54
O003494,C01999,2024-05-27 08:20:14,Telangana,COD,Android,0,delivered,7712.85
O003495,C01766,2025-05-14 14:56:23,Maharashtra,Card,Android,0,cancelled,1053.65
O003496,C00902,2024-06-08 15:18:51,Bihar,UPI,Android,0,delivered,2457.91
O003497,C01554,2024-04-07 17:47:51,Assam,COD,iOS,1,delivered,1658.61
O003498,C01683,2024-02-01 01:25:54,Telangana,UPI,Android,0,cancelled,4519.13
O003499,C00244,2024-02-11 21:01:28,Telangana,UPI,Android,0,delivered,4676.8
O003500,C01587,2025-04-06 05:02:49,Jharkhand,NetBanking,Android,1,cancelled,1807.49
O003501,C01986,2025-01-16 12:16:15,Kerala,COD,iOS,1,delivered,3449.56
O003502,C00771,2024-05-02 07:51:21,Uttar Pradesh,UPI,Android,0,returned,4704.26
O003503,C00238,2024-05-08 23:42:07,Uttar Pradesh,UPI,Android,1,delivered,4559.75
O003504,C01270,2024-10-27 19:56:25,Telangana,Wallet,Android,0,delivered,3931.91
O003505,C00345,2025-05-04 01:14:45,Andhra Pradesh,Card,iOS,1,delivered,2581.76
O003506,C01508,2025-01-11 10:14:43,Tamil Nadu,COD,iOS,0,delivered,5296.22
O003507,C00310,2024-11-06 23:22:31,Haryana,UPI,Android,1,delivered,3164.82
