order_item_id,order_id,product_id,vendor_id,quantity,unit_price,discount_pct,item_status
8652,O002871,P00012,V0177,2,429.1,0.25,delivered
8653,O002871,P00058,V0088,2,360.86,0.28,delivered
8654,O002872,P00050,V0001,2,328.17,0.14,delivered
8655,O002872,P00730,V0173,1,413.75,0.05,delivered
8656,O002872,P00525,V0200,1,936.54,0.18,delivered
8657,O002873,P00452,V0089,3,711.1,0.05,delivered
8658,O002873,P00672,V0168,3,697.43,0.33,delivered
8659,O002873,P00043,V0144,3,528.58,0.13,delivered
8660,O002874,P00696,V0113,3,554.08,0.04,delivered
8661,O002874,P00458,V0156,2,768.3,0.22,delivered
8662,O002874,P00695,V0182,1,349.56,0.0,delivered
8663,O002875,P00518,V0057,2,452.11,0.14,delivered
8664,O002875,P00020,V0170,2,112.14,0.13,delivered
8665,O002875,P00358,V0026,4,422.65,0.07,delivered
8666,O002875,P00690,V0122,1,469.24,0.16,delivered
8667,O002876,P00517,V0074,2,1367.47,0.05,delivered
8668,O002876,P00119,V0131,2,311.27,0.0,delivered
8669,O002876,P00709,V0057,1,1112.83,0.02,delivered
8670,O002877,P00641,V0166,2,301.22,0.13,delivered
8671,O002877,P00636,V0080,2,871.76,0.08,delivered
8672,O002878,P00067,V0028,2,531.61,0.17,delivered
8673,O002878,P00723,V0052,2,802.82,0.09,delivered
8674,O002878,P00086,V0112,1,617.88,0.07,delivered
8675,O002878,P00080,V0016,1,403.09,0.06,delivered
8676,O002878,P00486,V0168,2,404.26,0.06,delivered
8677,O002878,P00579,V0033,1,358.0,0.18,delivered
8678,O002878,P00385,V0121,2,583.0,0.2,delivered
8679,O002879,P00415,V0182,1,609.48,0.18,delivered
8680,O002879,P00361,V0047,2,327.01,0.21,delivered
8681,O002880,P00426,V0157,3,987.19,0.0,delivered
8682,O002881,P00466,V0134,3,887.22,0.13,delivered
8683,O002881,P00110,V0064,2,817.79,0.0,delivered
8684,O002881,P00166,V0077,1,1345.74,0.03,delivered
8685,O002882,P00062,V0073,3,483.25,0.26,delivered
8686,O002882,P00358,V0026,3,336.13,0.26,delivered
8687,O002882,P00699,V0198,5,462.42,0.0,delivered
8688,O002883,P00782,V0019,5,342.74,0.02,delivered
8689,O002883,P00751,V0118,2,372.79,0.23,delivered
8690,O002883,P00696,V0113,3,432.37,0.25,delivered
8691,O002883,P00153,V0103,1,640.01,0.05,delivered
8692,O002884,P00692,V0044,2,1071.75,0.09,delivered
8693,O002885,P00100,V0134,2,1010.22,0.15,delivered
8694,O002885,P00209,V0045,1,137.97,0.08,delivered
8695,O002886,P00775,V0110,1,554.04,0.07,delivered
8696,O002886,P00426,V0157,4,919.17,0.07,delivered
8697,O002887,P00346,V0166,3,969.81,0.22,delivered
8698,O002887,P00224,V0063,2,447.83,0.16,delivered
8699,O002888,P00173,V0189,2,268.51,0.01,delivered
8700,O002888,P00353,V0098,2,1100.84,0.11,delivered
8701,O002888,P00123,V0156,1,487.08,0.23,delivered
8702,O002889,P00260,V0158,4,680.6,0.02,returned
8703,O002889,P00178,V0091,4,851.94,0.27,returned
8704,O002889,P00488,V0038,2,651.19,0.21,returned
8705,O002890,P00381,V0079,2,449.6,0.17,delivered
8706,O002890,P00530,V0069,2,471.05,0.1,delivered
8707,O002890,P00730,V0173,2,359.82,0.17,delivered
8708,O002890,P00503,V0042,2,1199.15,0.07,returned
8709,O002891,P00181,V0017,3,147.17,0.19,returned
8710,O002891,P00338,V0063,1,187.93,0.22,delivered
8711,O002891,P00126,V0134,4,677.61,0.42,delivered
8712,O002892,P00179,V0136,2,289.03,0.19,delivered
8713,O002892,P00595,V0021,1,567.55,0.32,delivered
8714,O002892,P00179,V0136,1,244.65,0.31,delivered
8715,O002893,P00623,V0081,3,594.45,0.16,returned
8716,O002893,P00643,V0048,1,764.85,0.2,returned
8717,O002893,P00769,V0009,2,671.94,0.03,returned
8718,O002893,P00453,V0161,3,251.13,0.15,returned
8719,O002893,P00599,V0008,4,174.13,0.17,returned
8720,O002894,P00216,V0050,1,409.52,0.11,delivered
8721,O002894,P00731,V0053,2,834.23,0.12,delivered
8722,O002895,P00688,V0117,1,749.6,0.16,delivered
8723,O002895,P00186,V0026,2,557.82,0.17,delivered
8724,O002895,P00205,V0158,1,1156.64,0.19,delivered
8725,O002896,P00620,V0164,3,601.63,0.08,delivered
8726,O002896,P00012,V0177,2,555.62,0.02,delivered
8727,O002896,P00270,V0178,3,315.21,0.09,delivered
8728,O002896,P00249,V0021,2,1116.65,0.13,delivered
8729,O002896,P00402,V0046,2,1010.58,0.02,delivered
8730,O002897,P00481,V0067,2,477.29,0.21,delivered
8731,O002897,P00148,V0113,4,386.38,0.25,delivered
8732,O002897,P00751,V0118,1,449.55,0.07,returned
8733,O002897,P00671,V0028,4,584.11,0.12,delivered
8734,O002897,P00468,V0102,1,194.03,0.03,delivered
8735,O002898,P00217,V0025,2,281.05,0.15,delivered
8736,O002898,P00588,V0026,1,565.43,0.14,delivered
8737,O002898,P00451,V0179,1,412.7,0.0,delivered
8738,O002898,P00523,V0057,2,413.59,0.11,delivered
8739,O002899,P00724,V0062,2,512.93,0.09,delivered
8740,O002899,P00475,V0087,4,482.53,0.17,delivered
8741,O002899,P00356,V0178,1,401.9,0.12,delivered
8742,O002900,P00155,V0161,2,213.28,0.2,cancelled
8743,O002900,P00669,V0004,4,1143.42,0.09,cancelled
8744,O002901,P00566,V0175,3,762.56,0.19,cancelled
8745,O002901,P00437,V0164,2,361.64,0.09,cancelled
8746,O002901,P00074,V0014,2,390.33,0.15,cancelled
8747,O002901,P00499,V0147,4,107.91,0.01,cancelled
8748,O002902,P00744,V0146,1,544.64,0.18,delivered
8749,O002902,P00219,V0121,3,521.42,0.0,delivered
8750,O002902,P00710,V0182,2,715.62,0.19,returned
8751,O002903,P00011,V0008,5,447.27,0.11,delivered
8752,O002903,P00333,V0123,2,722.72,0.11,delivered
8753,O002903,P00687,V0180,1,542.91,0.15,delivered
8754,O002904,P00097,V0056,3,302.11,0.04,delivered
8755,O002904,P00178,V0091,5,1018.5,0.13,delivered
8756,O002905,P00486,V0168,2,375.29,0.13,returned
8757,O002905,P00209,V0045,3,117.46,0.21,delivered
8758,O002905,P00026,V0066,2,464.28,0.0,delivered
8759,O002905,P00798,V0198,3,506.44,0.01,delivered
8760,O002906,P00789,V0176,3,213.7,0.14,cancelled
8761,O002906,P00038,V0163,1,697.42,0.0,cancelled
8762,O002907,P00529,V0070,2,309.9,0.06,delivered
8763,O002907,P00134,V0086,2,452.56,0.12,delivered
8764,O002907,P00156,V0200,4,670.25,0.29,delivered
8765,O002908,P00575,V0150,3,944.31,0.06,delivered
8766,O002908,P00443,V0163,1,145.81,0.0,delivered
8767,O002909,P00110,V0064,3,688.28,0.16,delivered
8768,O002909,P00335,V0015,2,231.56,0.03,delivered
8769,O002909,P00729,V0125,1,844.64,0.21,returned
8770,O002909,P00580,V0002,2,1211.35,0.1,delivered
8771,O002909,P00277,V0073,5,973.93,0.16,delivered
8772,O002909,P00532,V0104,1,399.8,0.21,delivered
8773,O002910,P00203,V0190,3,528.82,0.12,delivered
8774,O002910,P00219,V0121,1,521.42,0.0,delivered
8775,O002910,P00652,V0084,1,1230.83,0.11,delivered
8776,O002910,P00401,V0186,1,337.58,0.12,delivered
8777,O002910,P00402,V0046,1,874.85,0.15,delivered
8778,O002911,P00492,V0142,3,540.61,0.17,delivered
8779,O002911,P00330,V0173,2,325.86,0.1,delivered
8780,O002911,P00462,V0010,4,627.97,0.03,delivered
8781,O002912,P00717,V0120,3,125.7,0.23,returned
8782,O002913,P00150,V0162,2,559.75,0.0,delivered
8783,O002913,P00745,V0140,2,935.02,0.08,returned
8784,O002913,P00116,V0026,1,196.15,0.11,returned
8785,O002913,P00781,V0143,1,350.83,0.0,delivered
8786,O002914,P00429,V0153,2,969.72,0.0,delivered
8787,O002914,P00203,V0190,3,580.4,0.04,delivered
8788,O002914,P00336,V0014,1,991.49,0.0,delivered
8789,O002915,P00192,V0090,2,550.04,0.1,delivered
8790,O002915,P00394,V0058,3,918.81,0.13,delivered
8791,O002916,P00624,V0049,2,547.23,0.17,returned
8792,O002916,P00540,V0138,5,422.37,0.18,returned
8793,O002917,P00672,V0168,1,892.54,0.14,delivered
8794,O002917,P00064,V0161,4,458.51,0.22,delivered
8795,O002917,P00169,V0111,1,393.67,0.22,delivered
8796,O002917,P00006,V0196,4,384.44,0.0,returned
8797,O002918,P00566,V0175,1,764.25,0.19,delivered
8798,O002918,P00441,V0157,1,1185.34,0.0,delivered
8799,O002918,P00337,V0167,1,471.28,0.15,delivered
8800,O002918,P00071,V0080,3,174.71,0.14,delivered
8801,O002919,P00251,V0124,1,198.18,0.15,delivered
8802,O002919,P00446,V0107,1,277.01,0.19,delivered
8803,O002920,P00781,V0143,2,350.83,0.0,delivered
8804,O002920,P00459,V0007,1,987.95,0.18,returned
8805,O002921,P00333,V0123,2,787.52,0.03,delivered
8806,O002922,P00035,V0021,3,440.69,0.09,delivered
8807,O002922,P00167,V0054,1,747.75,0.09,delivered
8808,O002923,P00728,V0095,2,335.04,0.07,delivered
8809,O002923,P00452,V0089,3,714.39,0.05,delivered
8810,O002923,P00196,V0129,1,219.38,0.13,returned
8811,O002923,P00488,V0038,4,756.07,0.08,delivered
8812,O002924,P00262,V0045,3,1249.91,0.04,delivered
8813,O002925,P00159,V0097,1,246.97,0.0,delivered
8814,O002925,P00290,V0064,2,307.77,0.15,delivered
8815,O002925,P00792,V0130,1,249.17,0.26,delivered
8816,O002925,P00578,V0067,3,415.67,0.28,delivered
8817,O002926,P00151,V0106,3,127.76,0.08,delivered
8818,O002926,P00615,V0140,1,946.83,0.0,delivered
8819,O002926,P00219,V0121,2,456.55,0.12,delivered
8820,O002927,P00082,V0041,2,187.17,0.11,delivered
8821,O002927,P00221,V0068,3,806.72,0.07,delivered
8822,O002927,P00226,V0135,3,323.65,0.21,delivered
8823,O002927,P00799,V0120,1,877.1,0.22,delivered
8824,O002927,P00614,V0116,2,389.44,0.3,delivered
8825,O002928,P00534,V0048,2,893.0,0.0,cancelled
8826,O002928,P00721,V0013,2,1146.55,0.0,cancelled
8827,O002928,P00645,V0169,2,645.14,0.2,cancelled
8828,O002928,P00537,V0117,1,684.69,0.11,cancelled
8829,O002928,P00577,V0183,2,316.66,0.06,cancelled
8830,O002928,P00714,V0191,1,700.62,0.06,cancelled
8831,O002929,P00384,V0098,2,223.73,0.04,delivered
8832,O002930,P00467,V0135,1,144.19,0.03,delivered
8833,O002930,P00117,V0023,2,189.64,0.0,delivered
8834,O002930,P00741,V0138,2,268.24,0.19,delivered
8835,O002931,P00699,V0198,3,418.36,0.1,delivered
8836,O002931,P00474,V0033,3,1032.05,0.12,delivered
8837,O002931,P00695,V0182,3,313.97,0.1,delivered
8838,O002931,P00507,V0172,2,305.98,0.11,delivered
8839,O002932,P00776,V0145,3,179.11,0.04,delivered
8840,O002932,P00465,V0018,2,648.11,0.16,delivered
8841,O002932,P00123,V0156,3,578.31,0.08,delivered
8842,O002933,P00582,V0174,1,326.41,0.15,delivered
8843,O002933,P00739,V0046,4,440.44,0.12,delivered
8844,O002933,P00348,V0077,4,1108.31,0.0,delivered
8845,O002933,P00680,V0144,2,766.28,0.13,delivered
8846,O002933,P00172,V0002,3,532.97,0.14,delivered
8847,O002934,P00534,V0048,2,750.25,0.16,delivered
8848,O002934,P00707,V0178,1,1060.61,0.09,delivered
8849,O002935,P00779,V0114,1,571.42,0.21,delivered
8850,O002935,P00768,V0107,2,1241.32,0.04,delivered
8851,O002935,P00675,V0044,1,1028.47,0.11,delivered
8852,O002935,P00713,V0106,3,202.94,0.13,delivered
8853,O002936,P00031,V0119,3,643.95,0.09,returned
8854,O002936,P00450,V0068,2,580.2,0.11,delivered
8855,O002936,P00546,V0161,3,812.76,0.0,delivered
8856,O002937,P00049,V0186,2,218.36,0.13,delivered
8857,O002937,P00298,V0044,2,722.39,0.11,delivered
8858,O002937,P00734,V0081,1,700.42,0.25,delivered
8859,O002937,P00489,V0163,1,318.84,0.14,delivered
8860,O002937,P00501,V0175,5,265.98,0.21,delivered
8861,O002937,P00662,V0097,1,897.18,0.0,delivered
8862,O002938,P00400,V0033,4,1186.05,0.02,delivered
8863,O002938,P00607,V0042,3,268.97,0.17,delivered
8864,O002938,P00654,V0155,1,486.13,0.13,delivered
8865,O002938,P00663,V0006,2,283.44,0.15,delivered
8866,O002939,P00447,V0106,3,714.79,0.17,returned
8867,O002940,P00292,V0031,2,160.97,0.0,cancelled
8868,O002940,P00352,V0098,3,179.37,0.1,cancelled
8869,O002941,P00384,V0098,1,199.14,0.14,delivered
8870,O002941,P00629,V0105,1,543.5,0.1,delivered
8871,O002942,P00470,V0169,1,1072.6,0.21,returned
8872,O002942,P00143,V0077,3,235.78,0.1,returned
8873,O002943,P00047,V0002,2,136.48,0.18,delivered
8874,O002943,P00269,V0068,5,314.21,0.27,delivered
8875,O002943,P00376,V0156,1,346.29,0.01,delivered
8876,O002944,P00671,V0028,1,599.73,0.09,delivered
8877,O002944,P00426,V0157,3,940.56,0.05,delivered
8878,O002945,P00482,V0144,2,1018.98,0.19,delivered
8879,O002946,P00430,V0144,4,615.87,0.04,delivered
8880,O002946,P00520,V0079,3,407.41,0.11,delivered
8881,O002946,P00024,V0035,2,795.42,0.1,delivered
8882,O002946,P00577,V0183,1,255.0,0.24,delivered
8883,O002947,P00753,V0088,1,304.24,0.06,delivered
8884,O002947,P00685,V0119,2,147.04,0.0,delivered
8885,O002947,P00061,V0033,2,265.69,0.32,delivered
8886,O002947,P00483,V0093,2,132.55,0.03,delivered
8887,O002947,P00350,V0181,2,1007.04,0.04,delivered
8888,O002948,P00078,V0088,1,416.49,0.2,cancelled
8889,O002948,P00017,V0055,1,989.25,0.16,cancelled
8890,O002948,P00602,V0055,3,471.56,0.05,cancelled
8891,O002949,P00204,V0136,1,295.39,0.15,delivered
8892,O002949,P00127,V0139,2,525.65,0.13,delivered
8893,O002949,P00510,V0158,1,117.86,0.22,delivered
8894,O002950,P00200,V0118,3,438.6,0.0,delivered
8895,O002950,P00325,V0070,2,278.96,0.15,delivered
8896,O002950,P00269,V0068,1,354.73,0.18,delivered
8897,O002951,P00541,V0147,3,431.94,0.1,delivered
8898,O002951,P00290,V0064,2,361.03,0.0,delivered
8899,O002951,P00461,V0036,2,295.19,0.19,delivered
8900,O002951,P00374,V0086,2,503.59,0.13,delivered
8901,O002952,P00184,V0166,3,196.21,0.0,delivered
8902,O002952,P00291,V0138,1,973.29,0.23,delivered
8903,O002952,P00030,V0171,1,525.28,0.17,delivered
8904,O002953,P00713,V0106,1,181.55,0.22,delivered
8905,O002953,P00014,V0161,1,144.34,0.16,delivered
8906,O002954,P00279,V0085,1,613.75,0.1,delivered
8907,O002954,P00383,V0182,3,282.2,0.02,delivered
8908,O002954,P00563,V0053,1,485.44,0.11,delivered
8909,O002955,P00214,V0068,3,944.46,0.1,delivered
8910,O002955,P00480,V0137,3,169.02,0.18,delivered
8911,O002955,P00024,V0035,3,642.21,0.27,delivered
8912,O002956,P00338,V0063,2,212.78,0.12,delivered
8913,O002956,P00160,V0136,1,1494.19,0.0,delivered
8914,O002956,P00298,V0044,4,814.39,0.0,delivered
8915,O002956,P00002,V0069,2,907.73,0.09,delivered
8916,O002957,P00353,V0098,3,910.52,0.26,cancelled
8917,O002957,P00734,V0081,2,802.71,0.14,cancelled
8918,O002958,P00161,V0174,1,660.87,0.0,returned
8919,O002958,P00142,V0126,2,465.16,0.05,returned
8920,O002959,P00686,V0165,1,498.43,0.21,returned
8921,O002959,P00440,V0130,3,511.58,0.08,delivered
8922,O002960,P00664,V0167,3,550.15,0.06,delivered
8923,O002960,P00440,V0130,2,462.76,0.17,delivered
8924,O002961,P00653,V0194,2,321.62,0.01,delivered
8925,O002961,P00040,V0008,1,364.97,0.03,delivered
8926,O002962,P00498,V0179,4,727.1,0.15,cancelled
8927,O002962,P00390,V0050,2,383.77,0.03,cancelled
8928,O002962,P00353,V0098,1,1230.92,0.0,cancelled
8929,O002963,P00669,V0004,3,933.07,0.26,delivered
8930,O002963,P00486,V0168,1,414.55,0.04,delivered
8931,O002963,P00205,V0158,2,1260.86,0.11,delivered
8932,O002963,P00043,V0144,5,468.43,0.22,delivered
8933,O002964,P00206,V0077,1,281.58,0.1,delivered
8934,O002965,P00707,V0178,1,1164.34,0.0,delivered
8935,O002965,P00222,V0056,5,520.64,0.05,delivered
8936,O002965,P00218,V0166,3,458.27,0.39,delivered
8937,O002966,P00368,V0063,2,589.55,0.0,returned
8938,O002966,P00536,V0079,2,904.37,0.0,returned
8939,O002966,P00621,V0048,2,486.08,0.24,returned
8940,O002966,P00279,V0085,2,582.16,0.15,returned
8941,O002966,P00308,V0120,3,868.58,0.11,returned
8942,O002966,P00078,V0088,5,474.54,0.09,returned
8943,O002967,P00306,V0060,2,1270.56,0.13,delivered
8944,O002967,P00464,V0036,3,859.21,0.04,delivered
8945,O002967,P00259,V0131,2,165.71,0.26,delivered
8946,O002967,P00452,V0089,2,607.38,0.19,delivered
8947,O002967,P00784,V0086,3,308.16,0.17,returned
8948,O002968,P00225,V0128,4,675.76,0.11,cancelled
8949,O002968,P00646,V0098,4,469.55,0.27,cancelled
8950,O002969,P00568,V0155,2,454.01,0.22,delivered
8951,O002970,P00715,V0137,1,771.81,0.25,delivered
8952,O002970,P00328,V0069,3,943.34,0.0,delivered
8953,O002970,P00386,V0152,2,483.91,0.16,delivered
8954,O002970,P00788,V0108,3,809.99,0.0,delivered
8955,O002971,P00242,V0125,3,281.66,0.17,delivered
8956,O002971,P00314,V0035,3,942.46,0.1,delivered
8957,O002971,P00187,V0037,1,116.66,0.0,delivered
8958,O002972,P00194,V0175,2,440.43,0.15,delivered
8959,O002973,P00236,V0019,2,1321.21,0.0,delivered
8960,O002973,P00751,V0118,3,431.79,0.11,delivered
8961,O002974,P00584,V0161,2,532.8,0.0,delivered
8962,O002974,P00057,V0018,3,863.65,0.17,delivered
8963,O002974,P00420,V0143,2,1209.14,0.13,returned
8964,O002974,P00340,V0121,3,790.94,0.1,delivered
8965,O002974,P00069,V0053,1,1228.91,0.17,delivered
8966,O002974,P00236,V0019,1,1085.58,0.18,delivered
8967,O002975,P00472,V0025,1,435.68,0.18,returned
8968,O002975,P00750,V0073,2,529.57,0.0,returned
8969,O002975,P00665,V0018,2,213.42,0.14,returned
8970,O002975,P00049,V0186,1,251.08,0.0,returned
8971,O002975,P00595,V0021,3,822.68,0.01,returned
8972,O002975,P00363,V0062,1,455.23,0.01,returned
8973,O002975,P00640,V0174,1,525.2,0.09,returned
8974,O002975,P00359,V0003,2,162.22,0.24,returned
8975,O002976,P00378,V0102,2,328.85,0.05,delivered
8976,O002976,P00481,V0067,2,515.32,0.15,delivered
8977,O002976,P00209,V0045,1,121.01,0.19,delivered
8978,O002976,P00293,V0036,3,370.71,0.17,delivered
8979,O002976,P00515,V0119,1,244.93,0.19,delivered
8980,O002977,P00324,V0077,1,200.59,0.23,delivered
8981,O002977,P00477,V0006,2,1227.13,0.15,delivered
8982,O002978,P00566,V0175,2,843.7,0.11,returned
8983,O002979,P00160,V0136,3,1457.02,0.02,cancelled
8984,O002979,P00751,V0118,4,451.46,0.07,cancelled
8985,O002980,P00089,V0146,2,288.14,0.02,returned
8986,O002980,P00090,V0068,2,339.29,0.13,delivered
8987,O002980,P00708,V0119,1,696.86,0.23,delivered
8988,O002980,P00390,V0050,2,340.83,0.14,delivered
8989,O002981,P00487,V0026,2,517.92,0.0,returned
8990,O002981,P00800,V0022,2,223.14,0.19,returned
8991,O002981,P00755,V0055,3,235.49,0.06,returned
8992,O002982,P00429,V0153,2,826.59,0.15,returned
8993,O002982,P00220,V0164,1,317.94,0.04,returned
8994,O002982,P00052,V0115,2,726.46,0.22,returned
8995,O002982,P00721,V0013,2,1007.06,0.12,returned
8996,O002982,P00408,V0192,4,586.71,0.13,returned
8997,O002983,P00134,V0086,1,352.67,0.32,returned
8998,O002983,P00505,V0141,2,383.88,0.08,returned
8999,O002984,P00685,V0119,3,108.59,0.26,cancelled
9000,O002985,P00788,V0108,3,557.55,0.31,cancelled
9001,O002985,P00071,V0080,1,202.71,0.0,cancelled
9002,O002985,P00238,V0186,2,353.92,0.34,cancelled
9003,O002985,P00613,V0039,2,296.43,0.05,cancelled
9004,O002985,P00585,V0186,3,646.63,0.0,cancelled
9005,O002986,P00399,V0139,2,560.05,0.11,returned
9006,O002986,P00258,V0089,3,252.86,0.19,delivered
9007,O002986,P00731,V0053,3,776.0,0.19,delivered
9008,O002987,P00101,V0118,2,506.18,0.13,returned
9009,O002987,P00447,V0106,1,720.31,0.16,returned
9010,O002988,P00037,V0174,2,927.02,0.14,returned
9011,O002988,P00047,V0002,2,141.54,0.15,delivered
9012,O002988,P00783,V0124,3,566.7,0.0,delivered
9013,O002988,P00503,V0042,4,1101.99,0.14,delivered
9014,O002988,P00193,V0041,2,743.35,0.08,delivered
9015,O002989,P00198,V0183,5,376.99,0.1,delivered
9016,O002990,P00574,V0131,3,492.9,0.16,cancelled
9017,O002990,P00737,V0147,3,363.69,0.02,cancelled
9018,O002991,P00216,V0050,2,368.9,0.2,delivered
9019,O002991,P00183,V0012,2,804.74,0.07,delivered
9020,O002991,P00211,V0099,2,853.41,0.08,delivered
9021,O002992,P00113,V0155,4,449.03,0.13,delivered
9022,O002992,P00164,V0106,2,1122.73,0.12,delivered
9023,O002992,P00396,V0095,2,105.21,0.07,delivered
9024,O002992,P00371,V0153,4,751.11,0.14,delivered
9025,O002992,P00482,V0144,1,1083.64,0.13,delivered
9026,O002993,P00459,V0007,3,996.81,0.18,delivered
9027,O002993,P00439,V0048,4,836.53,0.09,delivered
9028,O002993,P00383,V0182,2,256.56,0.11,delivered
9029,O002993,P00245,V0129,3,344.89,0.09,delivered
9030,O002993,P00571,V0096,1,562.59,0.06,delivered
9031,O002993,P00443,V0163,3,145.81,0.0,delivered
9032,O002994,P00661,V0118,2,307.41,0.18,returned
9033,O002994,P00793,V0192,1,250.89,0.14,delivered
9034,O002994,P00274,V0187,1,185.16,0.0,delivered
9035,O002995,P00544,V0132,3,260.82,0.27,returned
9036,O002995,P00326,V0111,1,684.78,0.0,returned
9037,O002996,P00615,V0140,3,684.94,0.28,delivered
9038,O002996,P00488,V0038,3,705.13,0.14,delivered
9039,O002996,P00258,V0089,5,292.35,0.07,delivered
9040,O002996,P00278,V0119,2,554.39,0.01,delivered
9041,O002997,P00526,V0003,3,1009.42,0.04,delivered
9042,O002998,P00172,V0002,2,597.08,0.04,returned
9043,O002998,P00330,V0173,3,358.71,0.01,delivered
9044,O002998,P00597,V0158,2,602.61,0.06,delivered
9045,O002998,P00040,V0008,2,351.44,0.07,delivered
9046,O002999,P00773,V0053,2,1164.04,0.0,delivered
9047,O003000,P00747,V0023,3,531.67,0.0,delivered
9048,O003000,P00507,V0172,2,323.05,0.06,delivered
9049,O003000,P00593,V0135,3,1084.65,0.23,delivered
9050,O003001,P00719,V0072,2,471.18,0.21,delivered
9051,O003001,P00024,V0035,1,766.1,0.13,returned
9052,O003002,P00453,V0161,2,233.72,0.21,delivered
9053,O003002,P00105,V0015,4,544.95,0.18,delivered
9054,O003003,P00319,V0020,1,890.91,0.09,delivered
9055,O003003,P00562,V0157,2,869.89,0.22,delivered
9056,O003004,P00332,V0006,3,562.49,0.04,delivered
9057,O003004,P00322,V0122,3,202.4,0.31,delivered
9058,O003004,P00110,V0064,4,672.05,0.18,delivered
9059,O003005,P00317,V0119,3,296.69,0.21,delivered
9060,O003005,P00068,V0087,3,333.0,0.2,delivered
9061,O003005,P00187,V0037,2,105.53,0.1,delivered
9062,O003005,P00504,V0038,3,445.46,0.25,delivered
9063,O003006,P00714,V0191,1,539.14,0.28,returned
9064,O003006,P00359,V0003,2,206.13,0.04,returned
9065,O003007,P00504,V0038,1,391.15,0.34,delivered
9066,O003007,P00749,V0011,2,549.32,0.0,delivered
9067,O003008,P00583,V0074,2,428.11,0.0,returned
9068,O003009,P00144,V0010,4,569.3,0.03,delivered
9069,O003009,P00706,V0057,2,814.84,0.21,delivered
9070,O003009,P00353,V0098,1,1059.36,0.14,delivered
9071,O003009,P00475,V0087,1,436.05,0.25,delivered
9072,O003009,P00651,V0074,1,920.22,0.22,delivered
9073,O003010,P00628,V0021,1,309.8,0.16,delivered
9074,O003010,P00226,V0135,2,314.77,0.23,delivered
9075,O003010,P00556,V0150,3,852.57,0.06,returned
9076,O003010,P00064,V0161,3,565.08,0.04,delivered
9077,O003011,P00474,V0033,2,1041.27,0.11,delivered
9078,O003011,P00681,V0183,1,201.05,0.0,delivered
9079,O003011,P00262,V0045,1,922.05,0.29,delivered
9080,O003012,P00597,V0158,4,598.64,0.06,delivered
9081,O003012,P00650,V0067,3,381.82,0.09,delivered
9082,O003013,P00348,V0077,3,874.16,0.21,delivered
9083,O003013,P00315,V0043,1,549.5,0.17,delivered
9084,O003013,P00630,V0072,2,240.83,0.15,delivered
9085,O003014,P00111,V0199,3,739.31,0.0,delivered
9086,O003014,P00187,V0037,1,98.41,0.16,delivered
9087,O003014,P00343,V0180,1,558.02,0.17,delivered
9088,O003014,P00483,V0093,2,109.68,0.2,delivered
9089,O003015,P00469,V0140,3,464.45,0.23,delivered
9090,O003015,P00378,V0102,4,313.07,0.09,delivered
9091,O003015,P00070,V0044,1,230.54,0.13,delivered
9092,O003015,P00691,V0038,3,403.34,0.14,delivered
9093,O003016,P00404,V0190,1,710.19,0.15,delivered
9094,O003016,P00089,V0146,1,292.93,0.0,delivered
9095,O003017,P00571,V0096,2,527.87,0.12,delivered
9096,O003017,P00620,V0164,3,583.16,0.11,delivered
9097,O003017,P00773,V0053,2,1083.85,0.07,delivered
9098,O003018,P00182,V0197,5,545.5,0.1,returned
9099,O003018,P00466,V0134,2,784.42,0.23,returned
9100,O003019,P00582,V0174,3,301.07,0.22,delivered
9101,O003019,P00181,V0017,2,155.74,0.14,delivered
9102,O003019,P00632,V0144,2,129.99,0.06,delivered
9103,O003020,P00404,V0190,2,648.09,0.22,delivered
9104,O003020,P00409,V0087,1,602.71,0.07,delivered
9105,O003020,P00174,V0108,3,537.48,0.28,delivered
9106,O003021,P00074,V0014,3,456.66,0.0,cancelled
9107,O003021,P00519,V0110,3,415.62,0.22,cancelled
9108,O003021,P00066,V0196,4,931.98,0.01,cancelled
9109,O003022,P00026,V0066,1,449.7,0.03,delivered
9110,O003022,P00501,V0175,4,286.98,0.15,delivered
9111,O003022,P00203,V0190,2,602.15,0.0,delivered
9112,O003023,P00434,V0197,2,328.09,0.21,delivered
9113,O003024,P00303,V0090,3,212.33,0.0,returned
9114,O003024,P00235,V0173,1,1001.17,0.07,returned
9115,O003024,P00487,V0026,2,491.92,0.05,returned
9116,O003024,P00727,V0008,2,164.58,0.31,returned
9117,O003025,P00261,V0128,2,475.75,0.2,delivered
9118,O003025,P00132,V0108,4,1139.74,0.11,delivered
9119,O003025,P00099,V0035,2,663.91,0.2,delivered
9120,O003025,P00414,V0022,3,561.5,0.22,delivered
9121,O003026,P00610,V0146,1,136.4,0.28,delivered
9122,O003026,P00342,V0107,3,631.23,0.24,delivered
9123,O003027,P00303,V0090,2,165.08,0.22,delivered
9124,O003028,P00383,V0182,2,259.06,0.1,delivered
9125,O003028,P00322,V0122,2,275.51,0.06,delivered
9126,O003029,P00095,V0111,2,831.02,0.0,delivered
9127,O003029,P00080,V0016,2,387.84,0.09,delivered
9128,O003030,P00159,V0097,1,213.75,0.13,delivered
9129,O003030,P00491,V0187,1,280.23,0.16,delivered
9130,O003030,P00071,V0080,1,174.86,0.14,delivered
9131,O003030,P00197,V0017,3,395.21,0.0,delivered
