order_id,review_date,rating
O002692,2025-03-28,5.0
O002693,2025-06-04,4.0
O002695,2024-06-22,3.0
O002697,2024-07-05,4.0
O002701,2025-05-17,4.0
O002712,2025-03-17,4.0
O002715,2025-04-28,3.0
O002717,2025-06-23,3.0
O002719,2024-04-24,5.0
O002726,2025-04-14,4.0
O002729,2024-04-17,4.0
O002730,2024-10-21,4.0
O002733,2024-09-07,5.0
O002734,2025-05-29,5.0
O002738,2024-11-14,5.0
O002739,2024-01-22,4.0
O002740,2024-06-09,4.0
O002747,2025-04-19,4.0
O002748,2025-07-11,5.0
O002749,2024-07-21,5.0
O002751,2025-05-25,5.0
O002752,2024-05-08,3.0
O002754,2024-04-12,3.0
O002756,2024-09-14,4.0
O002766,2024-04-08,3.0
O002769,2025-04-19,4.0
O002771,2025-01-25,4.0
O002774,2025-03-13,5.0
O002783,2024-05-27,4.0
O002786,2024-06-24,3.0
O002792,2025-03-05,5.0
O002793,2024-07-14,5.0
O002797,2024-12-07,4.0
O002798,2025-06-17,4.0
O002800,2025-01-03,4.0
O002805,2024-01-08,4.0
O002807,2025-01-21,4.0
O002813,2025-05-28,5.0
O002815,2024-03-26,4.0
O002820,2024-09-26,3.0
O002821,2024-02-13,4.0
O002826,2024-02-21,5.0
O002828,2024-02-25,3.0
O002831,2024-01-30,3.0
O002833,2024-09-12,3.0
O002834,2024-11-03,5.0
O002836,2024-11-17,3.0
O002838,2025-06-24,3.0
O002840,2024-09-09,4.0
O002847,2024-10-31,4.0
O002848,2024-08-16,5.0
O002849,2024-08-05,5.0
O002851,2025-06-04,4.0
O002854,2025-02-04,3.0
O002855,2024-09-23,4.0
O002859,2024-04-18,4.0
O002862,2024-11-08,3.0
O002865,2024-01-25,5.0
O002866,2024-03-21,4.0
O002870,2025-01-29,5.0
O002871,2025-07-05,3.0
O002872,2025-02-05,4.0
O002873,2025-04-16,5.0
O002874,2024-03-26,3.0
O002877,2024-11-04,5.0
O002881,2024-04-02,4.0
O002885,2024-09-13,5.0
O002886,2025-07-08,4.0
O002887,2024-09-23,4.0
O002890,2024-11-22,3.0
O002891,2024-09-10,3.0
O002897,2024-09-18,4.0
O002898,2025-05-20,5.0
O002899,2025-03-17,4.0
O002902,2024-07-22,4.0
O002905,2024-02-03,4.0
O002910,2024-02-02,5.0
O002911,2024-12-26,3.0
O002912,2025-05-05,3.0
O002917,2024-09-13,4.0
O002919,2025-04-26,5.0
O002920,2024-12-09,3.0
O002922,2024-03-14,4.0
O002923,2024-02-28,3.0
O002925,2024-11-15,5.0
O002929,2024-02-15,4.0
O002931,2024-11-21,3.0
O002937,2024-01-19,3.0
O002941,2024-10-03,4.0
O002944,2025-05-26,5.0
O002945,2025-02-23,4.0
O002946,2024-07-01,4.0
O002947,2025-05-27,3.0
O002949,2024-07-14,4.0
O002951,2025-07-12,5.0
O002954,2024-12-06,3.0
O002955,2025-04-14,4.0
O002959,2024-07-31,4.0
O002965,2024-10-19,4.0
O002967,2025-01-18,3.0
O002969,2024-04-23,4.0
O002971,2025-06-24,4.0
O002978,2024-08-06,3.0
O002980,2024-07-10,5.0
O002989,2025-06-14,5.0
O002991,2024-08-26,3.0
O002996,2025-05-08,3.0
O002998,2024-11-11,5.0
O002999,2024-11-09,4.0
O003001,2024-04-16,5.0
O003002,2024-02-02,4.0
O003007,2024-09-15,4.0
O003009,2024-05-29,4.0
O003011,2024-10-11,4.0
O003013,2025-03-30,5.0
O003015,2025-04-17,5.0
O003017,2025-06-29,5.0
O003019,2024-08-19,5.0
O003020,2024-09-25,4.0
O003022,2025-03-02,5.0
O003029,2024-01-14,5.0
O003032,2025-05-18,4.0
O003033,2024-02-25,3.0
O003034,2024-12-02,5.0
O003043,2024-05-18,4.0
O003046,2025-01-26,4.0
O003055,2024-11-04,3.0
O003060,2024-03-23,4.0
O003063,2025-01-28,3.0
O003064,2024-06-16,4.0
O003066,2024-02-29,3.0
O003067,2024-11-05,4.0
O003069,2024-03-13,5.0
O003074,2024-10-04,5.0
O003075,2024-06-17,4.0
O003077,2024-02-29,4.0
O003079,2025-04-17,5.0
O003082,2025-08-02,2.0
O003083,2025-02-07,4.0
O003085,2024-12-17,4.0
O003086,2025-04-25,5.0
O003088,2025-02-20,4.0
O003095,2024-09-05,4.0
O003098,2025-05-21,4.0
O003107,2024-08-21,4.0
O003108,2024-04-18,5.0
O003109,2025-02-03,3.0
O003114,2024-11-15,4.0
O003115,2025-06-07,3.0
O003116,2024-11-05,4.0
O003117,2024-01-06,4.0
O003123,2024-12-24,4.0
O003125,2024-11-10,4.0
O003129,2025-07-17,4.0
O003130,2024-01-18,2.0
O003134,2025-04-22,5.0
O003139,2024-03-15,5.0
O003140,2024-12-01,4.0
O003143,2024-05-15,3.0
O003146,2025-07-14,2.0
O003158,2024-03-23,4.0
O003166,2024-11-02,5.0
O003167,2024-05-23,5.0
O003168,2024-12-12,5.0
O003169,2024-09-29,5.0
O003172,2024-01-31,4.0
O003180,2024-06-08,4.0
O003183,2025-01-08,4.0
O003184,2024-05-26,5.0
O003187,2025-02-02,4.0
O003195,2025-03-18,4.0
O003196,2024-02-16,4.0
O003197,2025-03-21,5.0
O003198,2025-05-02,4.0
O003200,2025-03-26,3.0
O003208,2025-06-15,4.0
O003222,2025-04-25,5.0
O003223,2025-02-15,5.0
O003225,2024-08-02,5.0
O003226,2024-07-26,5.0
O003233,2024-08-05,4.0
O003234,2024-01-04,4.0
O003240,2025-04-26,5.0
O003241,2025-02-28,5.0
O003242,2024-06-10,5.0
O003243,2025-02-06,5.0
O003249,2024-04-23,3.0
O003253,2024-07-14,4.0
O003254,2024-06-30,4.0
O003261,2025-07-11,3.0
O003262,2024-08-13,5.0
O003266,2025-01-24,5.0
O003267,2024-10-03,5.0
O003268,2024-11-29,5.0
O003269,2024-07-24,5.0
O003270,2024-06-22,5.0
O003274,2025-03-31,3.0
O003278,2024-05-17,5.0
O003279,2025-03-13,5.0
O003281,2025-03-02,5.0
O003285,2024-03-19,3.0
O003288,2024-06-28,4.0
O003290,2025-03-05,5.0
O003291,2024-05-17,3.0
O003296,2024-07-03,5.0
O003298,2024-06-24,5.0
O003301,2024-09-12,5.0
O003302,2024-03-05,3.0
O003308,2024-08-02,4.0
O003309,2025-03-09,5.0
O003311,2024-02-19,4.0
O003312,2024-03-06,3.0
O003315,2024-02-20,5.0
O003316,2024-12-11,5.0
O003317,2024-05-17,4.0
O003320,2024-09-01,5.0
O003323,2025-07-03,2.0
O003324,2025-06-10,4.0
O003328,2024-10-10,4.0
O003329,2024-05-02,5.0
O003330,2025-02-11,5.0
O003331,2024-08-03,4.0
O003332,2024-12-19,5.0
O003340,2025-06-19,4.0
O003341,2024-04-06,4.0
O003345,2024-10-05,3.0
O003349,2024-10-20,4.0
O003356,2025-04-24,5.0
O003357,2025-03-10,3.0
O003359,2024-11-12,3.0
O003361,2024-09-24,5.0
O003364,2025-04-28,5.0
O003366,2024-12-08,4.0
O003367,2024-11-06,4.0
O003371,2024-12-20,4.0
O003373,2025-01-24,4.0
O003375,2024-12-20,5.0
O003380,2024-10-25,4.0
O003382,2025-02-24,3.0
O003388,2024-06-02,4.0
O003392,2024-05-14,5.0
O003393,2024-05-22,5.0
O003394,2025-04-19,5.0
O003396,2025-06-03,5.0
O003403,2025-02-07,4.0
O003415,2024-12-04,4.0
O003417,2024-08-25,4.0
O003420,2024-01-21,3.0
O003426,2024-06-16,4.0
O003431,2025-01-31,2.0
O003433,2024-04-20,4.0
O003438,2024-10-11,3.0
O003439,2025-06-09,3.0
O003441,2024-08-15,5.0
O003442,2024-01-20,4.0
O003443,2025-02-19,4.0
O003445,2024-11-18,5.0
O003449,2024-08-07,2.0
O003452,2025-05-08,5.0
O003457,2025-05-16,4.0
O003463,2025-05-12,3.0
O003467,2024-05-23,3.0
O003474,2024-09-22,3.0
O003476,2024-10-04,4.0
O003477,2024-05-15,3.0
O003479,2024-12-29,5.0
O003480,2024-08-05,3.0
O003483,2024-07-26,5.0
O003486,2024-03-21,4.0
O003489,2024-08-04,4.0
O003491,2024-02-01,5.0
O003496,2024-06-16,4.0
O003506,2025-01-19,5.0
O003507,2024-11-19,4.0
O003510,2025-04-13,4.0
O003521,2024-08-27,4.0
O003522,2024-02-18,3.0
O003524,2025-05-08,3.0
O003526,2025-06-22,4.0
O003527,2025-03-02,5.0
O003528,2024-12-20,5.0
O003530,2025-01-03,4.0
O003531,2024-02-18,5.0
O003532,2024-06-13,3.0
O003536,2025-02-07,4.0
O003546,2024-06-29,5.0
O003557,2024-03-26,4.0
O003558,2024-01-25,4.0
O003559,2025-07-14,5.0
O003570,2024-03-11,4.0
O003571,2024-10-28,5.0
O003573,2024-12-23,5.0
O003579,2024-11-20,5.0
O003581,2024-05-04,4.0
O003586,2024-09-18,4.0
O003587,2024-06-05,4.0
O003589,2024-10-21,4.0
O003592,2024-08-12,4.0
O003595,2025-06-06,4.0
O003600,2025-07-07,4.0
O003601,2025-02-01,5.0
O003605,2024-07-27,4.0
O003607,2024-03-17,5.0
O003610,2025-02-19,5.0
O003614,2025-03-12,3.0
O003625,2024-12-30,4.0
O003628,2024-07-09,5.0
O003630,2024-03-09,4.0
O003634,2025-02-03,4.0
O003637,2025-04-07,4.0
O003638,2024-06-03,4.0
O003639,2025-07-12,5.0
O003647,2024-04-20,5.0
O003649,2025-01-17,4.0
O003650,2024-11-17,5.0
O003652,2025-02-11,4.0
O003654,2024-01-20,5.0
O003657,2025-02-22,5.0
O003658,2024-09-02,4.0
O003661,2024-07-28,5.0
O003663,2025-01-28,5.0
O003667,2025-07-13,4.0
O003669,2025-05-29,5.0
O003670,2025-01-30,3.0
O003671,2025-02-21,5.0
O003676,2025-03-05,4.0
O003677,2025-07-17,4.0
O003680,2024-09-24,5.0
O003681,2025-07-14,5.0
O003682,2025-02-21,5.0
O003687,2025-07-15,5.0
O003689,2025-02-25,4.0
O003690,2024-03-30,4.0
O003695,2024-02-19,4.0
O003698,2024-12-15,5.0
O003701,2024-10-25,4.0
O003705,2024-05-09,4.0
O003711,2025-01-27,4.0
O003712,2025-03-28,4.0
O003713,2025-06-06,4.0
O003730,2024-09-09,5.0
O003732,2024-07-02,4.0
O003735,2024-01-25,2.0
O003736,2025-01-21,5.0
O003737,2024-10-23,4.0
O003742,2024-10-14,5.0
O003747,2025-02-20,4.0
O003748,2025-06-14,4.0
O003753,2025-03-15,2.0
O003757,2025-07-16,4.0
O003761,2024-03-29,4.0
O003762,2025-04-09,4.0
O003765,2024-08-27,5.0
O003767,2025-01-27,3.0
O003771,2024-10-29,3.0
O003772,2024-08-25,5.0
O003773,2024-10-09,4.0
O003778,2025-07-20,4.0
O003783,2025-02-13,3.0
O003786,2025-04-14,5.0
O003788,2024-12-13,5.0
O003795,2025-03-27,5.0
O003796,2025-04-30,4.0
O003800,2025-05-28,4.0
O003803,2025-03-05,3.0
O003805,2025-01-11,4.0
O003808,2024-07-02,4.0
O003814,2024-12-11,4.0
O003816,2024-09-03,4.0
O003822,2025-04-01,4.0
O003826,2025-06-22,4.0
O003829,2024-11-08,3.0
O003831,2024-08-14,3.0
O003833,2024-07-27,3.0
O003838,2025-04-24,5.0
O003841,2024-12-17,3.0
O003842,2024-08-17,4.0
O003843,2025-03-06,4.0
O003844,2024-06-30,4.0
O003846,2025-04-14,4.0
O003849,2025-01-17,3.0
O003852,2024-05-08,3.0
O003853,2024-06-12,2.0
O003855,2024-08-30,4.0
O003858,2025-08-02,3.0
O003861,2025-02-27,4.0
O003867,2025-06-22,4.0
O003868,2025-02-22,3.0
O003873,2024-06-30,5.0
O003881,2024-07-08,3.0
O003886,2024-01-16,3.0
O003890,2024-11-22,4.0
O003894,2025-07-29,3.0
O003895,2025-06-05,3.0
O003900,2024-02-13,4.0
O003901,2024-06-29,4.0
O003902,2025-04-03,3.0
O003906,2025-04-21,4.0
O003908,2025-07-10,3.0
O003910,2025-01-19,4.0
O003913,2024-04-04,5.0
O003917,2024-09-28,4.0
O003920,2024-01-20,5.0
O003927,2024-12-09,4.0
O003929,2025-07-04,4.0
O003932,2024-12-15,3.0
O003937,2024-12-03,4.0
O003939,2024-02-17,4.0
O003941,2025-01-08,5.0
O003942,2024-12-31,5.0
O003944,2024-07-25,4.0
O003945,2025-06-30,3.0
O003950,2024-02-15,4.0
O003951,2025-04-23,4.0
O003957,2024-04-15,3.0
O003960,2025-06-20,3.0
O003961,2024-11-20,4.0
O003962,2024-12-20,5.0
O003965,2024-07-17,5.0
O003973,2024-08-20,5.0
O003974,2024-10-30,5.0
O003976,2024-08-18,3.0
O003979,2024-07-26,5.0
O003984,2025-05-22,4.0
O003986,2025-01-19,5.0
O003989,2025-06-01,4.0
O003994,2024-06-04,4.0
O003996,2024-10-14,5.0
O003999,2025-01-18,4.0
O004003,2024-04-19,3.0
O004004,2024-09-16,4.0
O004005,2025-04-18,3.0
O004010,2024-08-15,4.0
O004013,2025-06-16,4.0
O004017,2024-08-13,5.0
O004018,2024-05-02,4.0
O004019,2024-11-02,3.0
O004020,2025-04-28,4.0
O004021,2025-02-23,5.0
O004022,2024-03-29,4.0
O004023,2025-02-19,2.0
O004024,2024-08-10,4.0
O004028,2025-07-14,3.0
O004029,2024-05-16,4.0
O004030,2025-07-25,3.0
O004032,2025-08-07,4.0
O004035,2024-05-10,3.0
O004038,2025-07-12,4.0
O004039,2024-05-10,4.0
O004043,2024-08-28,5.0
O004044,2025-02-11,4.0
O004047,2024-10-31,5.0
O004051,2025-07-30,3.0
O004052,2024-08-03,5.0
O004059,2024-12-03,4.0
O004064,2024-11-27,4.0
O004072,2024-11-21,4.0
O004074,2024-12-29,3.0
O004075,2024-03-14,4.0
O004078,2024-03-16,5.0
O004082,2025-06-10,5.0
O004089,2025-06-11,4.0
O004091,2024-05-25,5.0
O004092,2024-04-08,3.0
O004094,2025-07-28,4.0
O004101,2024-02-10,2.0
O004111,2024-11-18,4.0
O004113,2024-07-18,4.0
O004120,2024-10-27,4.0
O004122,2025-08-04,4.0
O004124,2024-08-19,5.0
O004128,2025-03-18,4.0
O004130,2024-01-14,5.0
O004131,2025-02-22,4.0
O004137,2024-03-03,3.0
O004143,2024-11-16,3.0
O004146,2025-07-28,3.0
O004150,2025-02-08,3.0
O004153,2025-03-15,5.0
O004158,2025-02-06,4.0
O004159,2025-04-29,5.0
O004160,2024-12-29,3.0
O004163,2024-01-08,5.0
O004164,2025-05-22,4.0
O004165,2024-06-05,4.0
O004166,2024-09-26,3.0
O004168,2024-10-03,4.0
O004169,2025-02-16,4.0
O004173,2024-11-13,4.0
O004174,2025-02-16,4.0
O004176,2025-04-12,4.0
O004179,2024-08-08,4.0
O004185,2024-02-01,4.0
O004189,2024-10-06,5.0
O004192,2024-05-02,4.0
O004196,2024-09-01,3.0
O004205,2024-10-04,3.0
O004211,2024-07-06,5.0
O004212,2025-01-30,4.0
O004218,2025-02-02,4.0
O004227,2025-03-19,3.0
O004229,2025-05-08,4.0
O004230,2024-04-26,4.0
O004232,2024-05-26,4.0
O004233,2025-05-22,4.0
O004239,2024-08-21,4.0
O004242,2024-10-28,4.0
O004250,2024-03-17,3.0
O004253,2025-07-23,3.0
O004254,2024-08-04,3.0
O004255,2024-03-21,4.0
O004259,2024-12-23,3.0
O004265,2024-01-28,3.0
O004266,2024-07-03,4.0
O004267,2024-12-16,4.0
O004269,2025-07-24,3.0
O004277,2024-08-02,3.0
O004279,2024-09-28,3.0
O004280,2024-03-20,3.0
O004281,2025-07-12,4.0
O004287,2024-10-25,2.0
O004288,2024-01-21,5.0
O004295,2025-04-24,4.0
O004299,2024-01-28,5.0
O004304,2024-11-20,4.0
O004306,2024-03-30,4.0
O004308,2024-05-16,4.0
O004311,2024-10-28,4.0
O004312,2025-02-27,5.0
O004318,2024-02-14,5.0
O004319,2025-01-28,5.0
O004320,2025-07-17,5.0
O004321,2025-07-04,5.0
O004322,2025-01-28,4.0
O004328,2024-04-15,5.0
O004330,2025-08-06,4.0
O004331,2025-03-11,4.0
O004332,2024-03-08,4.0
O004334,2024-04-06,5.0
O004335,2024-10-29,4.0
O004338,2024-03-20,4.0
O004340,2024-07-21,3.0
O004341,2024-12-13,4.0
O004343,2024-02-26,5.0
O004346,2024-07-06,3.0
O004353,2025-06-30,4.0
O004356,2024-10-28,5.0
O004359,2024-09-28,3.0
O004362,2024-07-24,5.0
O004364,2024-12-28,3.0
O004365,2025-04-04,3.0
O004370,2024-06-05,4.0
O004374,2025-07-29,5.0
O004377,2024-04-03,5.0
O004386,2024-06-09,5.0
O004387,2024-05-28,5.0
O004390,2025-05-12,5.0
O004392,2024-07-18,4.0
O004397,2025-01-02,4.0
O004399,2024-10-20,3.0
O004403,2024-04-05,4.0
O004411,2025-02-14,5.0
O004413,2025-05-25,4.0
O004419,2024-12-14,4.0
O004422,2024-05-07,5.0
O004424,2025-05-18,4.0
O004425,2024-08-01,4.0
O004428,2025-06-09,5.0
O004435,2025-06-25,4.0
O004436,2024-04-28,4.0
O004437,2025-02-27,5.0
O004439,2025-01-17,5.0
O004444,2024-05-09,4.0
O004446,2024-11-26,5.0
O004452,2024-06-19,5.0
O004453,2025-07-24,4.0
O004454,2025-06-19,3.0
O004460,2024-09-03,5.0
O004462,2024-03-24,4.0
O004464,2025-04-01,4.0
O004473,2025-01-12,5.0
O004477,2025-02-05,4.0
O004480,2024-11-28,4.0
O004485,2025-05-16,3.0
O004490,2025-02-05,4.0
O004492,2024-07-23,5.0
O004494,2025-02-11,4.0
O004496,2024-09-29,4.0
O004502,2024-09-13,3.0
O004503,2025-01-18,3.0
O004506,2024-02-22,4.0
O004508,2024-05-09,4.0
O004509,2025-06-14,5.0
O004515,2025-02-28,5.0
O004520,2024-07-11,5.0
O004521,2024-08-26,3.0
O004522,2025-06-22,4.0
O004525,2024-08-14,4.0
O004527,2024-01-15,3.0
O004531,2024-02-27,5.0
O004536,2025-01-27,5.0
O004542,2024-03-15,3.0
O004543,2025-08-02,4.0
O004545,2024-05-13,4.0
O004547,2024-07-23,4.0
O004548,2025-01-07,4.0
O004549,2024-10-01,4.0
O004553,2024-12-10,5.0
O004561,2025-05-20,3.0
O004564,2024-04-27,4.0
O004566,2024-05-08,3.0
O004571,2025-04-17,3.0
O004573,2024-02-14,5.0
O004576,2025-03-03,5.0
O004577,2024-12-23,5.0
O004579,2025-02-20,4.0
O004581,2025-07-24,5.0
O004583,2024-09-06,5.0
O004586,2024-12-17,3.0
O004588,2024-11-23,4.0
O004589,2025-05-15,4.0
O004591,2024-07-14,3.0
O004594,2025-06-26,4.0
O004596,2025-03-04,3.0
O004597,2024-02-18,3.0
O004602,2024-05-15,3.0
O004603,2024-07-24,5.0
O004604,2024-12-09,5.0
O004609,2024-05-06,5.0
O004610,2024-04-20,4.0
O004614,2024-08-26,4.0
O004616,2024-08-11,5.0
O004617,2025-03-11,4.0
O004618,2025-05-07,4.0
O004619,2024-11-18,4.0
O004621,2024-05-15,5.0
O004623,2024-05-22,3.0
O004629,2025-02-22,3.0
O004634,2024-03-21,5.0
O004636,2024-06-18,5.0
O004638,2025-03-31,4.0
O004639,2025-04-06,4.0
O004643,2025-05-02,4.0
O004644,2025-07-02,4.0
O004647,2025-06-17,3.0
O004648,2024-08-14,4.0
O004649,2025-06-01,4.0
O004650,2024-03-03,4.0
O004656,2025-07-31,4.0
O004661,2024-07-02,4.0
O004664,2024-04-26,4.0
O004666,2024-09-07,4.0
O004668,2025-06-28,4.0
O004669,2024-04-12,5.0
O004671,2025-04-08,4.0
O004672,2025-04-23,5.0
O004675,2024-11-02,4.0
O004676,2024-05-11,4.0
O004677,2025-01-02,4.0
O004678,2024-03-10,3.0
O004679,2024-02-12,4.0
O004682,2025-04-24,3.0
O004696,2025-01-15,4.0
O004699,2024-08-27,2.0
O004702,2025-04-02,4.0
O004709,2025-06-17,4.0
O004721,2024-07-01,3.0
O004722,2024-05-26,4.0
O004724,2024-04-08,4.0
O004725,2024-03-15,4.0
O004729,2024-04-22,4.0
O004739,2025-03-05,5.0
O004740,2025-01-09,4.0
O004742,2024-08-31,3.0
O004746,2024-11-22,3.0
O004747,2024-06-16,3.0
O004749,2024-01-14,3.0
O004752,2025-06-29,3.0
O004756,2024-01-16,4.0
O004757,2025-07-04,4.0
O004759,2025-05-05,5.0
O004762,2024-07-23,4.0
O004763,2025-04-12,4.0
O004768,2024-11-16,5.0
O004769,2024-05-01,4.0
O004770,2025-03-10,4.0
O004771,2024-06-10,4.0
O004772,2024-02-03,3.0
O004774,2024-06-24,5.0
O004777,2024-10-13,3.0
O004781,2024-01-08,4.0
O004789,2024-08-29,3.0
O004793,2025-06-27,4.0
O004797,2025-01-16,4.0
O004801,2025-06-03,3.0
O004804,2024-12-05,5.0
O004806,2025-07-12,5.0
O004810,2024-02-17,5.0
O004811,2024-04-11,3.0
O004813,2025-01-28,3.0
O004814,2025-02-03,3.0
O004815,2025-01-08,3.0
O004816,2024-11-01,4.0
O004818,2025-06-08,3.0
O004819,2024-06-30,5.0
O004820,2024-06-26,4.0
O004826,2024-07-04,4.0
O004827,2024-02-24,4.0
O004833,2025-02-04,4.0
O004836,2024-12-16,4.0
O004838,2024-05-19,5.0
O004846,2024-03-16,3.0
O004852,2025-03-14,4.0
O004859,2024-02-16,4.0
O004861,2025-01-20,4.0
O004862,2024-08-20,5.0
O004866,2024-08-11,3.0
O004868,2024-08-23,4.0
O004871,2025-07-13,2.0
O004876,2024-07-14,4.0
O004879,2024-07-12,3.0
O004880,2024-06-27,4.0
O004882,2024-12-05,2.0
O004886,2024-08-27,4.0
O004889,2024-08-25,4.0
O004892,2024-12-14,4.0
O004902,2025-01-06,4.0
O004904,2024-03-12,4.0
O004905,2024-12-29,4.0
O004906,2025-01-08,4.0
O004907,2025-07-11,3.0
O004908,2024-07-18,4.0
O004909,2025-05-04,3.0
O004914,2024-01-08,2.0
O004915,2024-03-18,5.0
O004916,2024-06-24,5.0
O004917,2024-04-18,5.0
O004921,2024-12-19,5.0
O004926,2024-09-18,4.0
O004927,2024-02-28,5.0
O004929,2024-04-27,5.0
O004930,2024-02-19,5.0
O004934,2024-09-06,4.0
O004937,2024-07-10,4.0
O004940,2025-06-04,5.0
O004950,2024-03-09,4.0
O004952,2025-01-15,4.0
O004953,2025-07-29,5.0
O004955,2025-05-07,4.0
O004956,2024-10-17,3.0
O004959,2025-07-18,3.0
O004960,2024-05-12,4.0
O004961,2025-02-26,3.0
O004962,2024-07-23,4.0
O004966,2025-06-15,5.0
O004969,2024-12-28,4.0
O004972,2024-06-07,4.0
O004973,2025-01-04,4.0
O004974,2024-09-16,5.0
O004976,2024-01-21,5.0
O004978,2025-01-12,5.0
O004980,2024-07-21,5.0
O004981,2024-01-16,4.0
O004983,2024-01-16,4.0
O004985,2025-02-11,3.0
O004986,2024-08-10,4.0
O004994,2024-06-02,2.0
O004995,2024-09-17,4.0
O004996,2025-01-30,3.0
O004998,2024-11-18,5.0
O004999,2025-06-28,4.0
O005001,2025-03-01,4.0
O005003,2024-01-17,4.0
O005005,2024-01-14,5.0
O005009,2024-01-31,3.0
O005013,2025-01-17,4.0
O005015,2025-01-02,5.0
O005017,2025-04-04,3.0
O005019,2025-06-12,5.0
O005022,2025-07-27,4.0
O005024,2024-03-16,3.0
O005026,2024-08-23,4.0
O005027,2025-05-17,3.0
O005029,2024-10-26,5.0
O005038,2025-05-06,4.0
O005039,2025-05-07,2.0
O005040,2024-10-07,5.0
O005041,2024-11-16,4.0
O005044,2024-03-18,4.0
O005048,2024-11-29,5.0
O005049,2024-04-12,5.0
O005053,2025-01-01,2.0
O005057,2024-07-27,4.0
O005062,2024-09-11,4.0
O005064,2024-12-07,2.0
O005068,2024-05-25,5.0
O005070,2024-10-07,5.0
O005071,2025-04-15,5.0
O005072,2025-02-08,5.0
O005073,2025-07-05,3.0
O005075,2025-03-15,4.0
O005076,2024-10-31,5.0
O005077,2024-08-12,5.0
O005080,2025-08-02,4.0
O005082,2024-01-08,4.0
O005083,2024-10-22,5.0
O005087,2025-02-23,4.0
O005090,2025-02-19,5.0
O005092,2024-11-04,4.0
O005095,2024-04-13,4.0
O005096,2025-02-16,4.0
O005097,2024-09-07,5.0
O005104,2025-05-04,4.0
O005105,2025-04-12,5.0
O005106,2025-02-11,4.0
O005108,2024-08-26,4.0
O005109,2024-06-03,4.0
O005114,2025-01-19,5.0
O005121,2024-10-09,5.0
O005123,2024-03-01,3.0
O005124,2025-02-22,5.0
O005129,2024-07-22,4.0
O005135,2025-06-01,4.0
O005136,2025-01-19,4.0
O005139,2024-04-11,4.0
O005144,2025-07-14,4.0
O005145,2024-11-07,3.0
O005147,2025-02-13,3.0
O005149,2024-07-18,4.0
O005151,2024-08-20,4.0
O005156,2024-04-09,4.0
O005161,2025-04-18,4.0
O005163,2024-11-12,3.0
O005164,2024-08-22,4.0
O005166,2024-12-03,4.0
O005170,2024-08-14,4.0
O005173,2024-12-26,5.0
O005175,2024-02-17,5.0
O005183,2024-02-25,4.0
O005187,2025-07-01,3.0
O005188,2024-08-15,5.0
O005190,2024-05-10,4.0
O005193,2024-10-04,4.0
O005194,2024-11-07,5.0
O005200,2024-09-13,5.0
O005204,2025-03-28,4.0
O005208,2024-05-18,4.0
O005212,2024-09-30,5.0
O005214,2024-04-02,4.0
O005219,2025-01-11,3.0
O005223,2024-06-29,3.0
O005227,2024-02-04,4.0
O005229,2025-03-16,5.0
O005232,2024-10-06,4.0
O005234,2024-07-20,4.0
O005237,2025-02-03,4.0
O005238,2024-08-02,3.0
O005239,2025-01-03,4.0
O005241,2025-07-19,5.0
O005250,2024-02-20,4.0
O005253,2024-12-01,5.0
O005258,2024-12-11,4.0
O005262,2024-02-01,3.0
O005263,2024-01-16,4.0
O005264,2024-03-04,4.0
O005267,2025-02-06,5.0
O005269,2024-08-13,4.0
O005271,2025-05-17,3.0
O005275,2024-05-04,3.0
O005279,2025-02-13,5.0
O005284,2025-02-09,4.0
O005286,2025-05-29,4.0
O005294,2025-04-14,4.0
O005295,2024-08-01,4.0
O005297,2025-05-28,5.0
O005301,2025-01-16,4.0
O005302,2024-12-03,4.0
O005304,2024-02-01,4.0
O005309,2024-09-25,2.0
O005312,2024-03-05,3.0
O005322,2025-01-09,4.0
O005324,2025-03-10,4.0
O005326,2024-09-29,4.0
O005328,2025-08-01,4.0
O005331,2024-10-30,5.0
O005333,2025-04-29,3.0
O005339,2024-10-14,4.0
O005340,2024-06-03,5.0
O005344,2024-07-25,5.0
O005345,2024-07-21,4.0
O005346,2024-05-03,3.0
O005348,2025-04-16,4.0
O005352,2024-02-03,5.0
O005359,2024-11-24,4.0
O005360,2025-01-23,4.0
O005362,2024-12-10,4.0
O005364,2024-03-15,3.0
O005370,2024-06-17,4.0
O005373,2025-06-17,5.0
O005375,2024-05-08,5.0
O005379,2025-07-23,4.0
O005386,2024-05-04,5.0
O005392,2025-01-25,4.0
O005393,2025-06-14,5.0
O005398,2024-04-19,4.0
O005399,2024-03-10,4.0
O005401,2024-01-28,5.0
O005402,2024-12-16,4.0
O005408,2024-01-27,5.0
O005409,2025-05-16,5.0
O005412,2024-05-13,5.0
O005414,2024-05-15,4.0
O005417,2024-05-03,5.0
O005418,2024-10-20,4.0
O005419,2025-02-06,5.0
O005420,2024-01-20,5.0
O005431,2024-07-18,5.0
O005432,2024-03-08,4.0
O005433,2025-05-05,4.0
O005434,2024-04-13,4.0
O005436,2024-10-08,3.0
O005440,2024-09-29,3.0
O005444,2024-03-14,4.0
O005448,2025-02-28,5.0
O005451,2024-04-22,4.0
O005452,2025-03-26,4.0
O005453,2025-02-11,5.0
O005454,2024-12-18,3.0
O005459,2025-06-11,2.0
O005472,2025-02-11,4.0
O005477,2025-04-13,5.0
O005478,2024-03-07,4.0
