customer_id,signup_date,state,city,gender,age,segment,acquisition_channel
C00376,2024-11-23,Punjab,CityD,M,38,Reseller,Influencer
C00377,2023-03-15,Punjab,CityA,M,38,Direct Buyer,Organic
C00378,2025-03-04,Andhra Pradesh,CityE,M,31,Reseller,Referral
C00379,2023-02-12,Kerala,CityB,F,32,Direct Buyer,Influencer
C00380,2025-07-02,Tamil Nadu,CityB,M,32,Direct Buyer,Influencer
C00381,2024-02-26,Odisha,CityA,M,21,Direct Buyer,Google Ads
C00382,2023-02-19,Gujarat,CityE,M,38,Direct Buyer,Organic
C00383,2023-05-15,Kerala,CityB,F,19,Reseller,Referral
C00384,2025-04-27,West Bengal,CityE,F,21,Reseller,Google Ads
C00385,2024-03-21,Telangana,CityB,M,30,Reseller,Organic
C00386,2023-01-10,Jammu & Kashmir,CityE,M,27,Reseller,Referral
C00387,2023-08-30,Haryana,CityC,F,36,Reseller,Google Ads
C00388,2023-01-13,Telangana,CityE,M,33,Direct Buyer,Facebook Ads
C00389,2025-06-12,West Bengal,CityE,M,31,Direct Buyer,Referral
C00390,2023-01-07,Haryana,CityA,F,20,Direct Buyer,Referral
C00391,2023-07-16,Uttar Pradesh,CityC,M,30,Direct Buyer,Influencer
C00392,2024-10-21,Rajasthan,CityD,F,29,Direct Buyer,Referral
C00393,2025-05-13,Tamil Nadu,CityA,F,31,Reseller,Google Ads
C00394,2025-04-09,Assam,CityD,F,26,Reseller,Facebook Ads
C00395,2023-02-12,Haryana,CityB,F,34,Reseller,Facebook Ads
C00396,2025-06-12,Telangana,CityD,M,27,Direct Buyer,Facebook Ads
C00397,2024-07-15,Jammu & Kashmir,CityE,F,33,Reseller,Referral
C00398,2024-10-25,Assam,CityD,F,36,Direct Buyer,Referral
C00399,2025-03-29,Punjab,CityA,F,25,Direct Buyer,Referral
C00400,2023-06-25,Rajasthan,CityA,F,23,Reseller,Organic
C00401,2024-08-30,Andhra Pradesh,CityD,F,33,Reseller,Organic
C00402,2023-04-30,Odisha,CityA,M,19,Reseller,Organic
C00403,2024-01-26,Jharkhand,CityA,F,38,Reseller,Google Ads
C00404,2024-12-16,Madhya Pradesh,CityD,M,30,Direct Buyer,Organic
C00405,2025-01-03,Haryana,CityC,M,29,Direct Buyer,Organic
C00406,2023-01-21,Madhya Pradesh,CityC,F,34,Direct Buyer,Organic
C00407,2024-04-16,Bihar,CityB,M,33,Direct Buyer,Facebook Ads
C00408,2024-08-05,Madhya Pradesh,CityA,F,30,Direct Buyer,Organic
C00409,2024-06-18,Chhattisgarh,CityD,F,37,Direct Buyer,Referral
C00410,2025-03-14,Delhi,CityA,F,24,Reseller,Organic
C00411,2023-09-27,Delhi,CityE,F,35,Direct Buyer,Google Ads
C00412,2025-05-03,Odisha,CityA,F,21,Reseller,Influencer
C00413,2023-07-23,Gujarat,CityA,M,34,Reseller,Influencer
C00414,2024-10-26,Uttar Pradesh,CityC,F,27,Reseller,Organic
C00415,2023-08-23,Haryana,CityD,M,19,Direct Buyer,Referral
C00416,2023-05-07,West Bengal,CityA,F,32,Reseller,Referral
C00417,2025-04-22,Andhra Pradesh,CityC,M,29,Reseller,Organic
C00418,2025-04-15,Rajasthan,CityB,F,18,Direct Buyer,Organic
C00419,2024-08-01,Uttar Pradesh,CityC,F,18,Direct Buyer,Organic
C00420,2024-05-16,Chhattisgarh,CityC,F,28,Direct Buyer,Google Ads
C00421,2024-08-03,Maharashtra,CityC,F,42,Direct Buyer,Organic
C00422,2024-11-29,Telangana,CityA,F,32,Direct Buyer,Referral
C00423,2024-06-25,Gujarat,CityA,M,24,Direct Buyer,Referral
C00424,2025-01-30,Rajasthan,CityB,F,38,Reseller,Referral
C00425,2023-02-12,Chhattisgarh,CityE,M,37,Direct Buyer,Google Ads
C00426,2023-06-05,Chhattisgarh,CityE,M,40,Direct Buyer,Facebook Ads
C00427,2023-02-21,Maharashtra,CityE,M,35,Reseller,Facebook Ads
C00428,2024-09-25,Tamil Nadu,CityB,F,37,Reseller,Referral
C00429,2024-02-09,Jharkhand,CityE,F,35,Reseller,Organic
C00430,2023-05-02,Tamil Nadu,CityE,M,26,Direct Buyer,Organic
C00431,2023-11-29,Maharashtra,CityC,M,18,Reseller,Influencer
C00432,2024-02-06,Uttar Pradesh,CityA,F,25,Direct Buyer,Influencer
C00433,2023-11-14,Andhra Pradesh,CityA,F,38,Direct Buyer,Facebook Ads
C00434,2025-05-15,Madhya Pradesh,CityC,F,26,Direct Buyer,Organic
C00435,2023-12-02,Maharashtra,CityC,F,28,Direct Buyer,Organic
C00436,2024-07-20,Punjab,CityC,M,20,Reseller,Organic
C00437,2023-05-16,Maharashtra,CityA,F,25,Reseller,Google Ads
C00438,2024-10-06,Andhra Pradesh,CityE,F,29,Reseller,Facebook Ads
C00439,2024-10-16,Maharashtra,CityC,F,33,Direct Buyer,Google Ads
C00440,2024-06-24,Punjab,CityB,F,26,Reseller,Referral
C00441,2025-06-28,Punjab,CityC,M,25,Reseller,Organic
C00442,2023-06-24,Delhi,CityD,M,36,Reseller,Organic
C00443,2024-12-15,Rajasthan,CityC,F,32,Direct Buyer,Organic
C00444,2024-02-09,Odisha,CityA,M,33,Reseller,Referral
C00445,2023-07-17,Assam,CityC,F,42,Direct Buyer,Organic
C00446,2023-02-16,Karnataka,CityD,F,25,Reseller,Facebook Ads
C00447,2024-07-05,Tamil Nadu,CityB,F,29,Reseller,Facebook Ads
C00448,2024-01-30,Andhra Pradesh,CityE,F,34,Reseller,Organic
C00449,2024-02-17,Bihar,CityC,F,23,Reseller,Organic
C00450,2023-12-08,Delhi,CityD,F,31,Direct Buyer,Organic
C00451,2023-12-16,Chhattisgarh,CityD,M,30,Reseller,Facebook Ads
C00452,2023-04-23,Rajasthan,CityB,F,52,Direct Buyer,Referral
C00453,2025-06-24,Jammu & Kashmir,CityA,M,30,Direct Buyer,Organic
C00454,2024-01-19,West Bengal,CityC,F,39,Direct Buyer,Google Ads
C00455,2023-02-04,Jharkhand,CityD,M,36,Direct Buyer,Referral
C00456,2024-03-07,Jammu & Kashmir,CityB,M,20,Reseller,Referral
C00457,2023-11-18,Assam,CityE,F,18,Direct Buyer,Facebook Ads
C00458,2024-05-31,Karnataka,CityD,M,31,Direct Buyer,Google Ads
C00459,2023-02-25,Assam,CityB,F,40,Direct Buyer,Facebook Ads
C00460,2023-04-08,Jammu & Kashmir,CityA,M,32,Direct Buyer,Organic
C00461,2024-06-15,Jharkhand,CityA,F,30,Reseller,Organic
C00462,2023-01-31,Gujarat,CityD,M,27,Direct Buyer,Google Ads
C00463,2023-09-25,Karnataka,CityD,M,19,Direct Buyer,Referral
C00464,2024-04-04,Chhattisgarh,CityC,F,22,Reseller,Facebook Ads
C00465,2023-08-17,Maharashtra,CityB,F,18,Direct Buyer,Google Ads
C00466,2023-07-15,Bihar,CityD,M,21,Direct Buyer,Influencer
C00467,2023-05-03,Karnataka,CityC,F,25,Reseller,Organic
C00468,2024-01-30,Odisha,CityC,F,36,Reseller,Organic
C00469,2025-03-22,Uttar Pradesh,CityD,F,26,Direct Buyer,Organic
C00470,2024-08-04,Andhra Pradesh,CityA,F,32,Reseller,Facebook Ads
C00471,2023-02-09,Jammu & Kashmir,CityB,M,31,Reseller,Organic
C00472,2025-04-11,Bihar,CityB,F,33,Reseller,Organic
C00473,2025-05-06,Tamil Nadu,CityA,F,21,Reseller,Organic
C00474,2023-01-31,Rajasthan,CityD,M,38,Direct Buyer,Organic
C00475,2023-10-27,Jammu & Kashmir,CityB,M,18,Reseller,Organic
C00476,2024-10-29,Haryana,CityD,F,26,Direct Buyer,Organic
C00477,2024-10-03,Telangana,CityD,F,29,Direct Buyer,Facebook Ads
C00478,2023-11-13,Delhi,CityC,M,36,Reseller,Organic
C00479,2023-05-14,Madhya Pradesh,CityA,M,41,Reseller,Organic
C00480,2023-01-01,Delhi,CityD,F,36,Direct Buyer,Google Ads
C00481,2025-06-15,Telangana,CityE,F,41,Reseller,Google Ads
C00482,2024-12-29,Odisha,CityA,F,23,Reseller,Organic
C00483,2023-02-13,Andhra Pradesh,CityB,F,39,Direct Buyer,Organic
C00484,2023-08-14,Karnataka,CityC,F,38,Direct Buyer,Facebook Ads
C00485,2024-04-10,Gujarat,CityB,M,18,Direct Buyer,Organic
C00486,2023-05-16,West Bengal,CityB,F,28,Direct Buyer,Organic
C00487,2023-06-02,Madhya Pradesh,CityA,M,34,Direct Buyer,Organic
C00488,2023-09-19,Karnataka,CityB,F,25,Direct Buyer,Organic
C00489,2024-11-24,Gujarat,CityD,M,21,Direct Buyer,Referral
C00490,2024-12-27,Assam,CityB,M,46,Reseller,Google Ads
C00491,2024-01-11,Assam,CityC,F,30,Reseller,Google Ads
C00492,2025-03-25,Punjab,CityC,F,31,Direct Buyer,Referral
C00493,2023-11-06,Jharkhand,CityE,F,19,Direct Buyer,Organic
C00494,2024-12-06,Karnataka,CityC,M,25,Reseller,Referral
C00495,2024-06-22,Haryana,CityB,M,22,Reseller,Organic
C00496,2023-06-18,Andhra Pradesh,CityC,F,38,Reseller,Organic
C00497,2024-07-08,Jammu & Kashmir,CityA,F,34,Direct Buyer,Facebook Ads
C00498,2023-12-05,Tamil Nadu,CityC,F,25,Direct Buyer,Google Ads
C00499,2024-09-16,Odisha,CityD,M,34,Direct Buyer,Organic
C00500,2024-10-13,Maharashtra,CityA,F,27,Direct Buyer,Google Ads
C00501,2024-11-15,Rajasthan,CityE,F,31,Direct Buyer,Organic
C00502,2024-06-27,Punjab,CityD,F,31,Reseller,Organic
C00503,2023-12-06,Bihar,CityB,F,33,Reseller,Organic
C00504,2024-06-28,Kerala,CityB,M,32,Reseller,Facebook Ads
C00505,2024-08-17,Bihar,CityB,F,33,Direct Buyer,Google Ads
C00506,2024-03-08,Haryana,CityD,M,40,Reseller,Facebook Ads
C00507,2025-03-14,Telangana,CityD,F,35,Direct Buyer,Organic
C00508,2025-03-19,Karnataka,CityD,F,27,Direct Buyer,Organic
C00509,2023-04-29,Tamil Nadu,CityA,M,29,Reseller,Referral
C00510,2024-03-08,Uttar Pradesh,CityA,M,39,Direct Buyer,Organic
C00511,2024-05-28,Uttar Pradesh,CityB,M,30,Direct Buyer,Organic
C00512,2023-01-03,Karnataka,CityC,F,27,Reseller,Influencer
C00513,2024-02-20,Madhya Pradesh,CityB,F,24,Reseller,Facebook Ads
C00514,2023-10-01,Punjab,CityE,M,32,Direct Buyer,Organic
C00515,2025-06-27,Telangana,CityA,F,23,Reseller,Organic
C00516,2023-07-20,Madhya Pradesh,CityD,F,40,Reseller,Organic
C00517,2025-06-27,West Bengal,CityA,M,21,Direct Buyer,Facebook Ads
C00518,2024-09-23,Tamil Nadu,CityD,M,41,Direct Buyer,Google Ads
C00519,2024-12-30,Jharkhand,CityE,M,27,Reseller,Facebook Ads
C00520,2023-12-23,Delhi,CityE,M,21,Direct Buyer,Organic
C00521,2025-06-30,Gujarat,CityA,M,31,Direct Buyer,Organic
C00522,2025-06-13,Odisha,CityD,F,22,Reseller,Influencer
C00523,2023-01-27,Telangana,CityE,F,30,Direct Buyer,Influencer
C00524,2024-07-26,Jharkhand,CityB,F,25,Reseller,Referral
C00525,2024-01-02,Punjab,CityB,F,37,Reseller,Organic
C00526,2024-10-31,Uttar Pradesh,CityD,F,31,Direct Buyer,Referral
C00527,2023-07-10,Kerala,CityA,F,20,Direct Buyer,Google Ads
C00528,2024-05-25,Kerala,CityE,F,25,Reseller,Facebook Ads
C00529,2024-04-10,Maharashtra,CityA,F,35,Direct Buyer,Facebook Ads
C00530,2025-04-19,West Bengal,CityB,F,40,Direct Buyer,Organic
C00531,2024-10-24,Tamil Nadu,CityE,F,29,Direct Buyer,Organic
C00532,2024-12-20,Madhya Pradesh,CityA,F,21,Reseller,Organic
C00533,2025-06-08,Bihar,CityC,M,38,Direct Buyer,Influencer
C00534,2023-09-24,Uttar Pradesh,CityD,F,35,Reseller,Referral
C00535,2023-01-15,West Bengal,CityD,F,40,Reseller,Google Ads
C00536,2025-06-10,Jammu & Kashmir,CityC,M,32,Direct Buyer,Organic
C00537,2024-04-29,Maharashtra,CityB,F,25,Direct Buyer,Influencer
C00538,2023-03-13,Madhya Pradesh,CityE,F,34,Direct Buyer,Google Ads
C00539,2025-05-07,Bihar,CityD,F,32,Reseller,Organic
C00540,2023-06-17,Gujarat,CityC,F,25,Reseller,Google Ads
C00541,2023-11-18,Jammu & Kashmir,CityC,M,31,Direct Buyer,Organic
C00542,2023-03-04,Tamil Nadu,CityB,F,28,Reseller,Organic
C00543,2024-10-04,Haryana,CityB,M,35,Direct Buyer,Organic
C00544,2023-05-29,Tamil Nadu,CityA,F,33,Reseller,Influencer
C00545,2025-05-24,Delhi,CityD,F,21,Direct Buyer,Influencer
C00546,2025-06-12,Odisha,CityA,F,20,Direct Buyer,Organic
C00547,2023-01-06,Telangana,CityC,F,29,Direct Buyer,Facebook Ads
C00548,2025-06-01,Maharashtra,CityE,F,30,Direct Buyer,Facebook Ads
C00549,2025-05-17,Assam,CityE,F,36,Direct Buyer,Google Ads
C00550,2023-07-03,Odisha,CityB,F,34,Reseller,Organic
C00551,2024-07-18,Odisha,CityE,M,41,Reseller,Referral
C00552,2024-03-22,Gujarat,CityE,F,26,Direct Buyer,Facebook Ads
C00553,2025-05-04,Maharashtra,CityE,M,25,Reseller,Organic
C00554,2024-05-26,Bihar,CityC,M,22,Direct Buyer,Organic
C00555,2024-03-21,Odisha,CityE,F,35,Reseller,Facebook Ads
C00556,2023-08-10,Punjab,CityE,F,30,Reseller,Organic
C00557,2023-08-29,Uttar Pradesh,CityE,F,18,Reseller,Influencer
C00558,2024-08-27,Bihar,CityA,M,31,Direct Buyer,Organic
C00559,2024-03-30,Jammu & Kashmir,CityC,F,32,Direct Buyer,Influencer
C00560,2023-02-26,Maharashtra,CityB,M,28,Direct Buyer,Organic
C00561,2024-08-15,Gujarat,CityA,F,32,Direct Buyer,Organic
C00562,2024-05-21,Delhi,CityD,M,20,Reseller,Organic
C00563,2025-03-13,Assam,CityC,F,43,Reseller,Google Ads
C00564,2024-08-27,Haryana,CityC,M,33,Direct Buyer,Facebook Ads
C00565,2025-07-03,Telangana,CityD,F,18,Direct Buyer,Organic
C00566,2024-10-01,Punjab,CityD,F,29,Reseller,Organic
C00567,2024-07-15,Chhattisgarh,CityD,F,33,Direct Buyer,Referral
C00568,2023-05-29,Madhya Pradesh,CityB,F,21,Reseller,Referral
C00569,2024-01-29,Odisha,CityE,M,34,Reseller,Google Ads
C00570,2023-01-28,Telangana,CityC,F,43,Direct Buyer,Organic
C00571,2024-10-04,Assam,CityE,F,24,Reseller,Referral
C00572,2024-05-10,Bihar,CityE,F,33,Reseller,Facebook Ads
C00573,2023-08-07,Uttar Pradesh,CityD,F,31,Reseller,Influencer
C00574,2024-02-15,Jammu & Kashmir,CityB,F,37,Reseller,Facebook Ads
C00575,2024-10-20,Punjab,CityA,M,29,Direct Buyer,Organic
C00576,2025-04-27,Maharashtra,CityB,F,21,Direct Buyer,Organic
C00577,2023-05-08,Maharashtra,CityE,M,37,Direct Buyer,Referral
C00578,2024-04-13,Bihar,CityB,F,21,Direct Buyer,Referral
C00579,2024-04-02,Karnataka,CityD,F,44,Reseller,Google Ads
C00580,2025-07-01,Assam,CityA,M,34,Reseller,Facebook Ads
C00581,2024-12-06,Rajasthan,CityD,M,25,Reseller,Referral
C00582,2024-03-23,Tamil Nadu,CityA,F,38,Reseller,Organic
C00583,2024-10-03,Gujarat,CityE,M,29,Reseller,Organic
C00584,2025-01-28,Jammu & Kashmir,CityA,F,28,Direct Buyer,Organic
C00585,2025-06-21,Uttar Pradesh,CityA,F,24,Direct Buyer,Organic
C00586,2024-10-08,Karnataka,CityA,M,18,Reseller,Referral
C00587,2024-10-29,Bihar,CityB,F,34,Direct Buyer,Organic
C00588,2023-01-31,West Bengal,CityB,F,18,Reseller,Organic
C00589,2024-10-21,Assam,CityE,M,23,Direct Buyer,Organic
C00590,2024-04-22,Tamil Nadu,CityA,M,33,Direct Buyer,Organic
C00591,2024-06-13,Assam,CityC,F,25,Reseller,Organic
C00592,2025-03-03,Bihar,CityE,F,31,Reseller,Facebook Ads
C00593,2025-01-27,Jharkhand,CityA,F,20,Direct Buyer,Organic
C00594,2025-04-04,Jammu & Kashmir,CityA,M,27,Direct Buyer,Referral
C00595,2023-10-08,Jharkhand,CityB,M,31,Direct Buyer,Referral
C00596,2024-05-09,West Bengal,CityE,F,22,Direct Buyer,Influencer
C00597,2025-05-17,Odisha,CityA,F,43,Direct Buyer,Organic
C00598,2025-02-21,Chhattisgarh,CityA,F,24,Reseller,Organic
C00599,2024-06-13,Rajasthan,CityE,M,41,Reseller,Organic
C00600,2023-02-22,Gujarat,CityC,M,28,Reseller,Referral
C00601,2023-08-29,Bihar,CityE,M,18,Reseller,Influencer
C00602,2023-09-04,Kerala,CityE,M,20,Reseller,Facebook Ads
C00603,2023-03-06,Assam,CityC,F,31,Direct Buyer,Facebook Ads
C00604,2024-03-24,Haryana,CityE,F,38,Direct Buyer,Organic
C00605,2023-11-13,Delhi,CityA,F,44,Reseller,Facebook Ads
C00606,2024-02-11,Uttar Pradesh,CityE,F,31,Direct Buyer,Organic
C00607,2023-08-21,Tamil Nadu,CityC,F,20,Reseller,Referral
C00608,2024-11-12,Maharashtra,CityD,F,32,Reseller,Referral
C00609,2024-05-13,Jharkhand,CityE,M,23,Direct Buyer,Organic
C00610,2023-05-31,Tamil Nadu,CityB,M,33,Direct Buyer,Organic
C00611,2024-09-03,Jharkhand,CityA,F,22,Reseller,Google Ads
C00612,2024-05-31,West Bengal,CityA,F,18,Reseller,Organic
C00613,2023-12-13,Karnataka,CityB,F,40,Direct Buyer,Organic
C00614,2024-10-04,Bihar,CityB,M,28,Reseller,Organic
C00615,2024-08-19,Delhi,CityE,M,30,Reseller,Organic
C00616,2023-03-24,Jharkhand,CityB,F,37,Direct Buyer,Facebook Ads
C00617,2024-11-25,Jammu & Kashmir,CityD,F,45,Reseller,Referral
C00618,2024-03-02,Chhattisgarh,CityC,F,35,Reseller,Google Ads
C00619,2023-09-06,Karnataka,CityB,F,30,Reseller,Organic
C00620,2023-03-14,Jharkhand,CityB,F,33,Direct Buyer,Facebook Ads
C00621,2024-07-31,Tamil Nadu,CityD,M,27,Direct Buyer,Google Ads
C00622,2025-07-09,Punjab,CityA,M,30,Reseller,Organic
C00623,2025-04-02,Delhi,CityA,F,31,Reseller,Organic
C00624,2023-03-28,Jharkhand,CityE,M,23,Reseller,Google Ads
C00625,2023-01-19,Delhi,CityD,M,30,Reseller,Organic
C00626,2023-10-20,Bihar,CityC,F,32,Reseller,Organic
C00627,2025-06-13,Andhra Pradesh,CityC,F,34,Direct Buyer,Organic
C00628,2023-02-27,Delhi,CityD,M,33,Reseller,Organic
C00629,2025-04-08,Gujarat,CityC,F,19,Reseller,Organic
C00630,2023-11-24,Jammu & Kashmir,CityA,M,39,Reseller,Organic
C00631,2023-02-20,Kerala,CityC,M,39,Reseller,Facebook Ads
C00632,2023-10-04,Rajasthan,CityC,M,29,Reseller,Organic
C00633,2024-03-01,Jharkhand,CityD,M,33,Reseller,Google Ads
C00634,2024-03-16,Gujarat,CityD,M,28,Direct Buyer,Organic
C00635,2024-11-10,Delhi,CityC,M,36,Direct Buyer,Influencer
C00636,2024-10-01,Assam,CityB,F,23,Reseller,Influencer
C00637,2023-07-29,Jammu & Kashmir,CityD,F,40,Direct Buyer,Google Ads
C00638,2023-01-20,Jharkhand,CityE,F,35,Reseller,Influencer
C00639,2023-06-03,Tamil Nadu,CityE,M,35,Reseller,Facebook Ads
C00640,2023-12-10,West Bengal,CityA,F,29,Direct Buyer,Google Ads
C00641,2024-01-02,Karnataka,CityC,F,18,Reseller,Organic
C00642,2023-12-28,Chhattisgarh,CityB,F,37,Direct Buyer,Organic
C00643,2023-12-19,Gujarat,CityA,M,18,Direct Buyer,Facebook Ads
C00644,2023-10-21,Uttar Pradesh,CityC,M,37,Direct Buyer,Organic
C00645,2023-05-22,Jammu & Kashmir,CityD,M,23,Direct Buyer,Google Ads
C00646,2024-10-10,Jharkhand,CityE,F,18,Reseller,Google Ads
C00647,2025-05-22,Telangana,CityB,M,30,Direct Buyer,Organic
C00648,2023-07-26,Bihar,CityE,M,39,Direct Buyer,Google Ads
C00649,2023-03-13,Gujarat,CityD,F,22,Direct Buyer,Organic
C00650,2025-04-02,Jharkhand,CityC,F,42,Reseller,Organic
C00651,2024-09-09,Gujarat,CityD,F,35,Direct Buyer,Referral
C00652,2024-05-06,West Bengal,CityD,M,31,Reseller,Organic
C00653,2023-06-10,West Bengal,CityE,F,26,Direct Buyer,Referral
C00654,2025-02-07,Karnataka,CityB,F,27,Reseller,Referral
C00655,2023-12-14,Maharashtra,CityD,M,33,Direct Buyer,Organic
C00656,2025-02-16,Gujarat,CityE,F,36,Reseller,Google Ads
C00657,2024-12-17,Jharkhand,CityB,F,25,Reseller,Referral
C00658,2025-01-31,Gujarat,CityC,M,23,Reseller,Organic
C00659,2024-01-06,Punjab,CityC,F,28,Reseller,Organic
C00660,2024-02-24,Chhattisgarh,CityA,M,41,Reseller,Google Ads
C00661,2023-07-13,Punjab,CityE,F,20,Reseller,Google Ads
C00662,2023-03-24,Odisha,CityB,M,39,Direct Buyer,Organic
C00663,2024-06-09,Bihar,CityD,M,30,Direct Buyer,Organic
C00664,2024-03-24,Telangana,CityC,F,18,Direct Buyer,Google Ads
C00665,2024-07-15,Jharkhand,CityB,F,26,Reseller,Referral
C00666,2024-12-11,Haryana,CityE,M,34,Reseller,Organic
C00667,2023-09-13,Madhya Pradesh,CityA,M,44,Reseller,Referral
C00668,2023-06-19,Punjab,CityC,M,19,Direct Buyer,Referral
C00669,2024-12-14,Jammu & Kashmir,CityB,M,18,Direct Buyer,Google Ads
C00670,2025-04-04,Madhya Pradesh,CityB,F,19,Reseller,Organic
C00671,2024-07-19,Bihar,CityB,F,39,Reseller,Referral
C00672,2024-12-24,Odisha,CityE,M,18,Direct Buyer,Organic
C00673,2024-08-05,Uttar Pradesh,CityE,F,41,Direct Buyer,Influencer
C00674,2023-12-06,Gujarat,CityE,F,39,Direct Buyer,Google Ads
C00675,2024-12-13,Gujarat,CityD,F,31,Direct Buyer,Facebook Ads
C00676,2024-08-01,West Bengal,CityB,F,24,Reseller,Facebook Ads
C00677,2025-05-07,Bihar,CityC,F,30,Reseller,Organic
C00678,2024-01-16,Chhattisgarh,CityE,M,34,Reseller,Influencer
C00679,2023-08-12,Maharashtra,CityE,F,33,Reseller,Organic
C00680,2025-03-16,Uttar Pradesh,CityB,F,43,Reseller,Google Ads
C00681,2024-11-26,Karnataka,CityE,M,27,Reseller,Organic
C00682,2024-10-28,Kerala,CityD,M,19,Reseller,Organic
C00683,2023-04-30,Assam,CityD,F,18,Reseller,Referral
C00684,2023-07-29,Karnataka,CityE,F,18,Reseller,Google Ads
C00685,2025-04-10,Odisha,CityB,M,31,Reseller,Google Ads
C00686,2025-07-14,Odisha,CityB,M,28,Reseller,Referral
C00687,2024-05-19,Jharkhand,CityB,M,30,Direct Buyer,Organic
C00688,2024-08-20,Assam,CityA,M,25,Direct Buyer,Influencer
C00689,2025-01-26,Assam,CityE,M,21,Reseller,Organic
C00690,2024-02-14,Gujarat,CityB,F,34,Reseller,Google Ads
C00691,2023-07-05,Delhi,CityD,M,18,Reseller,Referral
C00692,2024-12-27,Jammu & Kashmir,CityC,F,23,Direct Buyer,Organic
C00693,2024-07-14,Karnataka,CityC,M,36,Reseller,Organic
C00694,2023-07-02,Delhi,CityB,M,22,Reseller,Organic
C00695,2025-03-18,Tamil Nadu,CityC,F,33,Direct Buyer,Organic
C00696,2024-02-22,Jammu & Kashmir,CityC,F,23,Reseller,Organic
C00697,2025-05-02,Delhi,CityA,F,26,Reseller,Organic
C00698,2024-10-26,West Bengal,CityD,F,34,Reseller,Organic
C00699,2023-10-26,Rajasthan,CityD,M,19,Reseller,Referral
C00700,2023-07-12,West Bengal,CityA,F,35,Reseller,Google Ads
C00701,2023-06-01,Odisha,CityA,M,30,Direct Buyer,Organic
C00702,2024-11-18,Kerala,CityC,F,40,Reseller,Organic
C00703,2024-05-20,Bihar,CityE,M,31,Direct Buyer,Organic
C00704,2025-02-28,Odisha,CityC,M,21,Reseller,Referral
C00705,2024-03-23,Maharashtra,CityA,M,43,Reseller,Google Ads
C00706,2023-04-06,Maharashtra,CityD,F,22,Reseller,Referral
C00707,2023-09-26,Gujarat,CityC,M,28,Reseller,Google Ads
C00708,2023-09-17,Uttar Pradesh,CityE,F,37,Reseller,Referral
C00709,2025-01-27,Karnataka,CityC,F,18,Reseller,Referral
C00710,2024-07-16,Tamil Nadu,CityB,F,41,Direct Buyer,Organic
C00711,2023-08-05,Tamil Nadu,CityC,F,20,Reseller,Google Ads
C00712,2025-03-09,Haryana,CityA,M,26,Reseller,Influencer
C00713,2024-02-11,Chhattisgarh,CityD,F,32,Reseller,Referral
C00714,2023-08-27,Odisha,CityD,M,29,Reseller,Google Ads
C00715,2023-09-11,Tamil Nadu,CityA,M,36,Reseller,Organic
C00716,2024-04-23,Karnataka,CityB,F,18,Reseller,Influencer
C00717,2024-04-06,Delhi,CityA,M,35,Reseller,Organic
C00718,2024-09-22,Andhra Pradesh,CityC,F,36,Reseller,Organic
C00719,2023-03-08,Uttar Pradesh,CityA,F,38,Direct Buyer,Organic
C00720,2023-07-12,Kerala,CityA,F,18,Reseller,Influencer
C00721,2023-01-28,Chhattisgarh,CityB,M,18,Reseller,Google Ads
C00722,2025-05-18,Bihar,CityC,M,27,Direct Buyer,Influencer
C00723,2023-06-07,Karnataka,CityE,F,19,Direct Buyer,Google Ads
C00724,2024-08-31,Jharkhand,CityE,F,18,Direct Buyer,Referral
C00725,2023-07-06,Bihar,CityD,M,26,Reseller,Influencer
C00726,2023-06-19,Punjab,CityA,F,31,Direct Buyer,Influencer
C00727,2025-05-24,Kerala,CityD,M,52,Direct Buyer,Referral
C00728,2023-05-24,Jammu & Kashmir,CityB,F,34,Reseller,Organic
C00729,2024-03-27,Chhattisgarh,CityE,F,44,Direct Buyer,Facebook Ads
C00730,2024-02-05,Kerala,CityA,M,29,Reseller,Influencer
C00731,2025-06-21,Tamil Nadu,CityB,F,34,Direct Buyer,Google Ads
C00732,2024-09-08,Chhattisgarh,CityB,M,28,Direct Buyer,Google Ads
C00733,2023-05-25,Jharkhand,CityA,M,51,Direct Buyer,Influencer
C00734,2023-01-15,Chhattisgarh,CityB,F,24,Direct Buyer,Google Ads
C00735,2024-08-02,Karnataka,CityA,F,25,Reseller,Google Ads
C00736,2023-02-06,Telangana,CityA,M,36,Reseller,Facebook Ads
C00737,2024-12-27,Jammu & Kashmir,CityC,M,31,Direct Buyer,Organic
C00738,2023-04-24,Uttar Pradesh,CityD,F,26,Direct Buyer,Referral
C00739,2023-05-09,Rajasthan,CityB,M,37,Direct Buyer,Referral
C00740,2023-06-25,Chhattisgarh,CityB,F,29,Direct Buyer,Google Ads
C00741,2025-05-20,Andhra Pradesh,CityC,F,29,Direct Buyer,Referral
C00742,2023-09-23,Telangana,CityC,M,31,Direct Buyer,Organic
C00743,2025-06-03,Gujarat,CityC,F,18,Reseller,Organic
C00744,2025-02-23,Gujarat,CityE,M,18,Reseller,Facebook Ads
C00745,2025-05-13,Madhya Pradesh,CityE,F,38,Direct Buyer,Referral
C00746,2024-05-09,Chhattisgarh,CityE,M,24,Reseller,Organic
C00747,2023-01-01,Gujarat,CityA,F,28,Reseller,Organic
C00748,2023-03-29,Chhattisgarh,CityB,F,42,Reseller,Referral
C00749,2023-09-28,Delhi,CityD,M,29,Direct Buyer,Organic
C00750,2023-05-02,Rajasthan,CityA,F,28,Direct Buyer,Organic
