order_id,payment_date,amount,method,success
O003886,2024-01-08 02:54:44,577.16,UPI,1
O003887,2025-05-30 23:37:48,871.5,COD,1
O003888,2024-01-06 19:13:15,5122.29,Card,0
O003889,2025-01-03 18:07:58,3675.93,NetBanking,1
O003890,2024-11-17 04:04:34,1619.11,UPI,1
O003891,2025-03-09 16:05:46,2905.25,NetBanking,1
O003892,2024-11-02 14:03:17,2453.18,UPI,1
O003893,2024-12-21 16:13:20,8223.86,NetBanking,1
O003894,2025-07-19 09:08:21,1375.64,COD,1
O003895,2025-05-28 23:41:00,1155.89,UPI,1
O003896,2024-01-12 08:33:16,2863.32,Card,1
O003897,2024-01-10 09:15:56,5765.11,COD,1
O003898,2025-04-29 18:01:55,4356.91,UPI,1
O003899,2024-11-30 11:42:36,998.46,UPI,1
O003900,2024-02-06 20:13:22,4076.53,Card,1
O003901,2024-06-17 07:47:10,513.15,COD,1
O003902,2025-04-03 23:30:59,6598.28,UPI,1
O003903,2024-11-10 11:46:25,2195.02,UPI,1
O003904,2024-10-29 06:15:52,4617.69,UPI,1
O003905,2024-09-05 15:46:30,2446.74,UPI,1
O003906,2025-04-07 22:00:05,2801.35,UPI,1
O003907,2024-01-04 08:21:19,2611.0,COD,1
O003908,2025-06-28 20:14:09,1035.99,UPI,1
O003909,2024-05-03 11:11:49,7759.42,UPI,1
O003910,2025-01-10 16:47:34,1983.09,COD,1
O003911,2025-02-26 07:46:17,9371.49,UPI,1
O003912,2025-05-24 03:16:46,1110.98,NetBanking,1
O003913,2024-03-25 07:48:53,3372.55,UPI,1
O003914,2025-03-23 04:32:06,712.34,COD,1
O003915,2024-04-11 06:48:05,4834.85,COD,1
O003916,2024-09-11 16:51:19,2565.78,UPI,1
O003917,2024-09-15 02:21:21,2223.17,NetBanking,1
O003918,2025-05-13 00:46:00,2307.94,COD,1
O003919,2025-03-29 19:34:48,5161.46,UPI,1
O003920,2024-01-16 19:57:19,4490.29,Card,1
O003921,2025-01-07 07:42:00,3577.84,NetBanking,1
O003922,2024-07-13 07:03:44,2122.26,COD,1
O003923,2024-11-05 10:16:02,509.79,UPI,1
O003924,2025-07-09 17:50:39,1230.39,UPI,1
O003925,2024-04-06 14:45:35,2797.34,COD,1
O003926,2024-03-07 12:33:05,3100.34,UPI,1
O003927,2024-12-04 11:08:26,2688.75,COD,1
O003928,2024-04-25 17:10:54,1389.18,COD,1
O003929,2025-06-25 15:27:11,4250.88,COD,1
O003930,2024-09-15 10:34:22,904.3,COD,1
O003931,2025-01-16 22:56:32,2778.49,Card,1
O003932,2024-12-08 20:02:28,4416.15,Card,1
O003933,2025-01-25 06:56:16,1911.2,COD,1
O003934,2025-05-03 23:53:06,10399.28,UPI,1
O003935,2024-06-09 20:25:25,2368.16,NetBanking,1
O003936,2025-04-03 12:29:41,4482.62,UPI,1
O003937,2024-11-27 02:03:43,3834.44,UPI,1
O003938,2024-04-15 07:56:34,14143.82,COD,1
O003939,2024-02-12 16:17:10,3909.96,COD,1
O003940,2024-05-10 09:07:01,1267.72,COD,1
O003941,2025-01-03 17:16:58,5410.25,COD,1
O003942,2024-12-24 06:46:21,898.49,Card,1
O003943,2024-03-17 14:03:09,4709.59,NetBanking,1
O003944,2024-07-23 18:47:45,3751.32,COD,1
O003945,2025-06-20 07:14:00,5439.78,COD,1
O003946,2024-09-22 10:17:17,3651.72,COD,1
O003947,2024-05-02 01:07:27,1840.6,UPI,1
O003948,2024-01-30 18:36:53,9295.72,Wallet,1
O003949,2024-09-03 10:21:53,1985.21,NetBanking,1
O003950,2024-02-12 11:02:14,2214.87,NetBanking,1
O003951,2025-04-14 12:02:50,8407.07,COD,1
O003952,2025-06-26 14:42:50,4968.55,NetBanking,1
O003953,2024-03-28 04:48:57,3404.21,Wallet,1
O003954,2024-06-10 03:07:28,2386.59,NetBanking,0
O003955,2024-08-30 13:06:17,10735.42,Card,1
O003956,2024-06-07 08:22:32,7217.22,Wallet,1
O003957,2024-04-06 07:53:16,2455.2,UPI,1
O003958,2025-01-08 00:36:39,1463.82,NetBanking,1
O003959,2025-02-16 20:07:32,4120.22,UPI,1
O003960,2025-06-11 09:01:22,8296.38,COD,1
O003961,2024-11-15 06:31:31,1528.17,Wallet,1
O003962,2024-12-07 09:58:58,2072.25,UPI,1
O003963,2024-02-17 03:35:19,5729.7,UPI,1
O003964,2025-01-19 19:43:08,11253.45,COD,1
O003965,2024-07-14 03:56:20,3150.65,Card,1
O003966,2024-11-22 06:42:39,1213.73,Card,1
O003967,2025-03-08 05:05:48,3371.91,Wallet,1
O003968,2024-03-20 02:21:46,1380.37,Card,1
O003969,2024-09-29 16:46:47,402.1,NetBanking,1
O003970,2024-10-10 22:14:24,2864.24,UPI,1
O003971,2024-12-03 09:57:12,2586.08,UPI,0
O003972,2025-02-23 10:54:17,410.98,UPI,0
O003973,2024-08-19 05:59:30,7176.97,UPI,1
O003974,2024-10-18 20:46:40,6682.85,Wallet,1
O003975,2025-07-22 11:16:02,279.59,COD,1
O003976,2024-08-06 14:48:44,8175.53,NetBanking,1
O003977,2025-04-04 15:26:23,6128.59,COD,1
O003978,2024-02-06 14:19:27,2770.78,COD,0
O003979,2024-07-23 21:10:09,2453.45,UPI,1
O003980,2024-03-13 23:14:30,1731.47,Wallet,0
O003981,2024-11-10 02:08:57,164.05,COD,1
O003982,2025-04-05 08:37:07,2221.46,UPI,1
O003983,2024-02-11 23:43:18,5766.07,Card,0
O003984,2025-05-21 05:49:38,2259.85,COD,1
O003985,2024-09-09 21:31:09,5420.4,UPI,1
O003986,2025-01-18 00:13:57,11613.3,COD,1
O003987,2024-07-10 11:53:42,1143.43,UPI,1
O003988,2024-03-07 07:10:38,6260.8,NetBanking,1
O003989,2025-05-31 11:06:05,1292.08,COD,1
O003990,2024-10-22 15:20:04,678.77,NetBanking,1
O003991,2024-09-05 01:21:51,248.8,UPI,1
O003992,2025-02-09 11:02:29,2675.46,NetBanking,1
O003993,2024-09-04 00:06:58,3386.82,COD,1
O003994,2024-05-25 06:06:23,640.49,UPI,1
O003995,2025-04-16 09:10:13,144.31,UPI,1
O003996,2024-10-04 18:04:18,2406.14,UPI,1
O003997,2025-02-20 19:35:26,2617.09,COD,1
O003998,2024-11-03 12:51:59,3246.8,UPI,1
O003999,2025-01-14 06:00:47,2957.66,COD,1
O004000,2024-04-17 08:33:58,5485.25,COD,1
O004001,2025-02-24 22:40:50,4586.08,Wallet,1
O004002,2024-12-14 01:03:10,2461.18,Wallet,1
O004003,2024-04-13 12:43:20,3915.76,COD,1
O004004,2024-09-08 21:59:15,717.04,UPI,1
O004005,2025-04-17 00:26:41,1482.16,COD,1
O004006,2025-04-01 13:24:21,4857.08,UPI,1
O004007,2025-02-07 08:40:45,1576.01,Wallet,1
O004008,2025-01-13 12:36:57,6754.41,COD,1
O004009,2025-03-29 21:22:33,4034.4,UPI,1
O004010,2024-08-15 07:28:17,5892.6,COD,1
O004011,2024-12-19 12:35:15,2887.61,UPI,1
O004012,2025-06-07 02:39:32,383.56,COD,1
O004013,2025-06-07 16:38:14,4864.69,Wallet,1
O004014,2024-05-27 19:04:20,1566.12,UPI,1
O004015,2024-08-10 17:01:25,993.61,Wallet,1
O004016,2024-12-28 04:42:22,505.68,NetBanking,1
O004017,2024-08-10 23:58:43,2034.95,UPI,1
O004018,2024-04-29 08:19:09,1794.1,UPI,1
O004019,2024-10-26 03:54:04,4214.84,UPI,1
O004020,2025-04-20 20:03:45,4857.46,UPI,1
O004021,2025-02-15 14:34:55,3753.2,COD,1
O004022,2024-03-20 17:16:20,4896.83,COD,1
O004023,2025-02-07 03:11:25,2685.21,UPI,1
O004024,2024-08-03 11:49:42,3382.23,UPI,1
O004025,2024-04-30 17:16:46,5169.05,COD,1
O004026,2024-01-04 15:55:39,8359.49,COD,1
O004027,2024-01-28 03:50:59,3912.92,UPI,0
O004028,2025-07-13 04:40:32,3002.39,UPI,1
O004029,2024-05-15 11:51:35,5461.83,COD,1
O004030,2025-07-15 22:37:40,1072.92,COD,1
O004031,2024-01-20 15:50:38,9990.1,UPI,1
O004032,2025-07-26 08:34:26,1807.3,Card,1
O004033,2025-04-29 11:42:35,5742.01,COD,1
O004034,2024-07-01 11:53:01,2959.85,COD,1
O004035,2024-05-08 05:16:27,919.33,Card,1
O004036,2024-01-11 23:06:33,3705.73,UPI,1
O004037,2024-01-01 20:26:28,2641.63,COD,1
O004038,2025-07-08 04:59:06,7782.96,COD,1
O004039,2024-05-04 04:40:56,1943.22,UPI,1
O004040,2025-07-28 06:20:56,4625.04,COD,1
O004041,2024-02-14 13:47:42,2387.8,UPI,1
O004042,2024-02-29 13:24:13,8628.64,COD,1
O004043,2024-08-22 03:05:59,2237.46,UPI,1
O004044,2025-02-03 13:20:06,3561.85,Wallet,1
O004045,2024-03-16 23:41:55,1558.79,Card,1
O004046,2024-05-25 08:54:10,7572.15,NetBanking,1
O004047,2024-10-22 09:17:45,4101.02,COD,1
O004048,2024-12-06 11:09:08,5463.71,UPI,1
O004049,2025-01-12 11:09:22,746.13,Card,1
O004050,2024-06-17 02:53:56,3314.22,COD,1
O004051,2025-07-20 06:40:51,3063.65,UPI,1
O004052,2024-07-23 23:21:43,6288.55,COD,1
O004053,2025-02-02 11:49:21,3820.21,UPI,1
O004054,2024-03-13 23:23:38,1476.42,COD,1
O004055,2025-03-04 21:31:21,6245.92,UPI,1
O004056,2024-08-03 00:05:09,737.88,UPI,1
O004057,2024-11-27 08:34:23,1119.37,COD,1
O004058,2025-05-16 03:01:23,925.99,Card,1
O004059,2024-11-23 02:45:49,2455.43,COD,1
O004060,2025-02-10 00:25:13,2123.34,UPI,1
O004061,2024-03-22 19:16:28,2798.1,UPI,1
O004062,2025-01-17 18:42:44,3480.16,COD,1
O004063,2024-12-25 07:03:17,1774.64,COD,1
O004064,2024-11-25 08:13:36,5494.6,UPI,1
O004065,2024-07-23 17:46:24,5646.05,COD,1
O004066,2024-05-31 05:38:18,229.96,UPI,1
O004067,2025-02-10 17:41:13,5356.66,UPI,1
O004068,2025-04-29 11:54:58,6116.08,NetBanking,0
O004069,2024-10-15 16:08:49,7002.56,UPI,1
O004070,2025-04-24 08:13:47,735.41,UPI,1
O004071,2025-02-11 02:04:00,1861.17,UPI,1
O004072,2024-11-21 22:22:02,4181.56,UPI,1
O004073,2024-05-01 22:24:14,2338.16,NetBanking,0
O004074,2024-12-18 17:12:11,4653.7,NetBanking,1
O004075,2024-03-07 00:57:52,1338.33,COD,1
O004076,2024-01-05 11:51:53,1601.5,Card,1
O004077,2024-09-15 14:43:09,5085.06,UPI,1
O004078,2024-03-10 04:47:51,2109.45,UPI,1
O004079,2024-03-18 18:03:48,1949.72,UPI,1
O004080,2024-07-05 22:14:20,3147.63,COD,1
O004081,2025-04-15 01:47:35,2437.64,COD,1
O004082,2025-06-08 06:23:19,1840.24,Wallet,1
O004083,2024-02-23 11:23:54,420.87,COD,1
O004084,2024-01-11 10:54:21,3620.1,UPI,1
O004085,2024-07-05 12:39:03,10491.74,Wallet,1
O004086,2025-02-22 22:48:15,1195.38,COD,1
O004087,2024-01-19 05:25:03,4188.53,Card,1
O004088,2024-04-11 14:45:11,4087.66,COD,1
O004089,2025-06-01 01:57:00,10453.41,UPI,1
O004090,2025-06-27 04:30:52,12690.28,NetBanking,1
O004091,2024-05-13 16:37:19,2466.41,NetBanking,1
O004092,2024-03-30 23:50:28,2540.79,COD,1
O004093,2025-07-08 13:38:32,3840.31,UPI,1
O004094,2025-07-20 02:24:57,3534.98,UPI,1
O004095,2024-05-19 04:23:46,2805.69,UPI,1
O004096,2024-12-13 09:40:47,2568.06,COD,1
O004097,2024-09-24 13:54:25,1446.81,UPI,1
O004098,2024-03-06 10:00:25,1630.84,UPI,1
O004099,2025-05-01 10:22:25,4917.44,NetBanking,1
O004100,2024-03-30 12:44:07,9992.41,Card,1
O004101,2024-02-07 13:25:08,10528.09,UPI,1
O004102,2024-11-23 15:51:17,2391.33,UPI,0
O004103,2024-10-23 08:30:46,6001.93,UPI,1
O004104,2024-09-30 06:42:12,5748.86,Wallet,1
O004105,2024-03-01 01:08:56,1566.4,COD,1
O004106,2024-01-25 08:48:40,4661.94,UPI,1
O004107,2024-04-28 23:01:53,2844.87,UPI,1
O004108,2024-06-22 05:32:54,6498.12,UPI,1
O004109,2025-06-02 19:13:29,9759.53,UPI,1
O004110,2024-07-09 08:40:32,2841.62,COD,1
O004111,2024-11-08 01:11:15,2597.35,COD,1
O004112,2025-07-21 07:21:05,4473.8,UPI,1
O004113,2024-07-11 17:06:33,1119.88,Card,1
O004114,2025-01-27 09:18:48,1036.93,COD,1
O004115,2024-02-13 16:44:15,6802.28,UPI,1
O004116,2025-03-04 18:29:38,3796.17,COD,1
O004117,2024-08-13 13:38:23,9270.52,UPI,1
O004118,2025-06-22 05:20:03,6392.2,UPI,1
O004119,2024-01-28 14:10:39,2784.87,UPI,1
O004120,2024-10-26 02:52:01,7156.16,UPI,1
O004121,2024-10-08 15:15:16,2604.22,UPI,1
O004122,2025-07-29 07:02:16,394.3,COD,1
O004123,2024-06-09 10:31:27,3551.97,Wallet,0
O004124,2024-08-17 03:06:32,2232.6,COD,1
O004125,2024-09-30 16:49:55,2370.3,COD,1
O004126,2025-02-09 22:57:52,4014.15,NetBanking,1
O004127,2024-10-29 11:37:53,3919.74,Wallet,1
O004128,2025-03-14 21:32:57,1920.3,UPI,1
O004129,2024-09-14 21:37:26,5996.93,COD,1
O004130,2024-01-07 00:12:39,4490.53,UPI,1
O004131,2025-02-09 01:03:46,849.62,COD,1
O004132,2024-04-12 12:12:35,4899.83,COD,1
O004133,2025-06-24 03:19:59,5852.4,UPI,1
O004134,2024-03-07 00:58:22,4093.35,UPI,1
O004135,2025-03-07 04:15:01,5552.27,COD,1
O004136,2024-12-05 04:46:17,3201.33,COD,1
O004137,2024-02-28 00:35:17,3809.08,COD,1
O004138,2024-06-05 22:10:42,1951.72,UPI,1
O004139,2024-11-25 14:02:16,5440.03,Card,1
O004140,2024-02-11 05:07:54,3140.83,UPI,0
O004141,2025-04-10 18:53:56,4596.6,NetBanking,0
O004142,2025-02-26 18:34:38,5089.19,COD,1
O004143,2024-11-11 19:45:05,3453.12,UPI,1
O004144,2024-03-31 06:28:02,6757.74,UPI,1
O004145,2024-07-09 21:43:03,1808.82,UPI,1
O004146,2025-07-22 13:30:52,8353.22,Card,1
O004147,2024-09-27 05:48:34,1396.53,Card,1
O004148,2025-06-22 22:00:36,5996.3,UPI,1
O004149,2024-05-17 11:08:30,2053.07,UPI,1
O004150,2025-02-01 15:20:03,3399.38,UPI,1
O004151,2024-05-06 11:46:43,7961.79,UPI,1
O004152,2024-10-29 07:26:41,2466.85,Card,1
O004153,2025-03-07 13:35:51,1225.66,Card,1
O004154,2025-04-06 23:30:26,1154.63,COD,1
O004155,2024-04-08 08:34:27,2156.7,UPI,1
O004156,2025-03-28 01:04:21,6854.62,COD,1
O004157,2024-01-06 19:35:04,3935.89,UPI,1
O004158,2025-01-31 06:36:30,4537.82,Card,1
O004159,2025-04-16 06:18:37,2311.21,Wallet,1
O004160,2024-12-25 15:54:19,1139.88,UPI,1
O004161,2024-04-15 03:53:39,9041.42,UPI,1
O004162,2025-03-16 21:48:50,5255.42,Card,1
O004163,2024-01-01 21:25:56,2624.09,COD,1
O004164,2025-05-20 11:36:56,2500.98,COD,1
O004165,2024-06-01 01:00:32,3708.98,UPI,1
O004166,2024-09-14 20:23:22,1010.23,UPI,1
O004167,2025-01-21 17:53:07,2774.15,UPI,0
O004168,2024-09-25 17:21:42,9536.64,UPI,1
O004169,2025-02-03 15:28:06,4646.83,COD,1
O004170,2025-01-25 15:39:50,267.44,COD,1
O004171,2024-09-08 11:13:28,2389.06,COD,1
O004172,2024-03-19 01:59:34,4003.87,UPI,1
O004173,2024-11-02 23:37:18,2534.89,UPI,1
O004174,2025-02-06 18:26:59,2734.43,COD,1
O004175,2024-10-19 00:11:47,1515.2,COD,1
O004176,2025-04-08 00:52:49,1643.02,NetBanking,1
O004177,2024-06-19 13:30:29,3335.38,COD,1
O004178,2024-09-28 22:33:16,2346.03,COD,1
O004179,2024-08-01 23:48:59,6524.88,COD,1
O004180,2025-03-22 07:06:17,5759.56,Wallet,1
O004181,2024-12-03 19:29:22,3160.75,UPI,1
O004182,2024-06-24 18:59:58,10639.98,Card,1
O004183,2024-10-08 17:59:01,4899.63,COD,0
O004184,2024-09-30 10:38:18,3710.24,NetBanking,1
O004185,2024-01-21 01:48:52,5692.89,Card,1
O004186,2024-01-25 09:08:04,7409.43,UPI,1
O004187,2024-10-21 10:21:47,4249.36,COD,1
O004188,2024-03-10 06:30:17,1184.3,COD,1
O004189,2024-10-06 11:10:50,8389.34,COD,1
O004190,2024-10-02 21:55:57,7948.09,UPI,1
O004191,2025-01-10 12:14:52,1793.18,Card,1
O004192,2024-04-28 11:17:11,6940.58,Card,1
O004193,2024-06-28 03:41:01,8544.91,COD,1
O004194,2025-04-05 13:05:50,870.1,UPI,1
O004195,2024-06-03 16:22:07,2822.12,Wallet,1
O004196,2024-08-24 07:45:35,6841.33,COD,1
O004197,2025-07-20 14:32:55,1791.76,COD,1
O004198,2025-06-14 14:18:04,6482.66,UPI,0
O004199,2025-01-18 04:36:58,5874.17,UPI,0
O004200,2025-02-08 23:19:34,1531.46,COD,1
O004201,2024-03-21 15:43:12,2575.1,UPI,1
O004202,2024-07-29 00:43:04,5063.24,COD,1
O004203,2024-06-09 22:19:07,4463.88,UPI,1
O004204,2024-04-25 16:15:31,3407.65,Card,1
O004205,2024-10-03 05:48:54,1968.72,Card,1
O004206,2024-08-25 01:57:54,3142.85,UPI,1
O004207,2025-01-11 02:13:39,3208.15,UPI,1
O004208,2024-11-29 00:39:41,3214.71,COD,1
O004209,2024-10-10 19:10:47,8939.25,COD,1
O004210,2024-12-14 20:28:13,1917.67,UPI,1
O004211,2024-06-25 02:35:43,873.67,COD,1
O004212,2025-01-29 16:03:49,2946.42,Card,1
O004213,2024-09-01 16:17:28,5796.96,UPI,1
O004214,2025-04-19 02:38:25,5480.54,UPI,0
O004215,2024-11-29 21:11:35,3763.1,COD,1
O004216,2025-07-25 03:02:27,8226.24,Wallet,1
O004217,2025-01-18 00:57:56,2556.56,UPI,1
O004218,2025-01-25 02:18:02,1760.07,COD,1
O004219,2024-12-13 03:22:49,2095.05,UPI,1
O004220,2025-05-24 06:01:58,5713.55,NetBanking,1
O004221,2025-01-03 15:50:42,1444.02,COD,0
O004222,2024-11-06 04:12:58,11211.11,COD,1
O004223,2024-02-11 17:14:43,1000.28,NetBanking,0
O004224,2025-07-15 12:17:08,5408.69,COD,0
O004225,2024-10-19 17:15:32,4959.09,COD,1
O004226,2024-11-04 16:08:16,1156.16,UPI,1
O004227,2025-03-12 01:42:09,2340.72,COD,1
O004228,2024-08-19 20:33:08,2636.94,UPI,1
O004229,2025-05-06 07:26:08,4749.84,NetBanking,1
O004230,2024-04-14 01:46:24,3778.59,COD,1
O004231,2025-03-11 09:07:19,7356.19,NetBanking,1
O004232,2024-05-23 06:54:47,2925.22,UPI,1
O004233,2025-05-13 12:15:18,6080.19,UPI,1
O004234,2024-12-21 22:55:18,788.0,COD,1
O004235,2025-06-22 04:03:13,1455.42,UPI,1
O004236,2025-03-22 08:36:08,8187.29,UPI,0
O004237,2024-05-22 09:18:30,11261.35,Card,1
O004238,2024-08-31 04:50:28,1278.39,UPI,1
O004239,2024-08-15 09:43:15,1792.45,UPI,1
O004240,2025-01-09 13:35:33,1820.45,Card,1
O004241,2024-07-21 06:24:49,1880.51,UPI,1
O004242,2024-10-20 01:16:43,1134.78,COD,1
O004243,2024-07-15 17:13:10,2884.73,Wallet,1
O004244,2024-11-10 11:23:39,118.9,Card,1
O004245,2024-07-26 19:48:01,3212.27,COD,1
O004246,2024-04-26 16:33:47,3936.36,NetBanking,1
O004247,2024-07-27 19:06:14,2837.08,UPI,1
O004248,2025-03-08 12:15:02,5301.71,UPI,1
O004249,2024-11-22 17:06:40,7546.83,COD,1
O004250,2024-03-09 02:17:00,1336.11,COD,1
O004251,2024-10-13 16:31:05,1297.42,COD,1
O004252,2024-12-01 07:31:23,8429.07,COD,1
O004253,2025-07-15 22:33:38,2814.94,NetBanking,1
O004254,2024-07-28 17:21:06,8796.18,COD,1
O004255,2024-03-13 10:02:52,4729.59,Card,1
O004256,2025-01-21 15:42:36,2035.91,COD,1
O004257,2024-12-16 23:58:22,4363.24,COD,1
O004258,2025-06-23 02:27:38,302.89,COD,1
O004259,2024-12-16 05:13:06,4266.9,COD,1
O004260,2024-07-05 10:46:19,10770.1,COD,1
O004261,2024-04-20 19:05:18,3193.24,Wallet,1
O004262,2024-09-05 09:19:04,3304.21,Wallet,1
O004263,2024-10-08 16:10:45,3149.93,COD,1
O004264,2024-01-09 20:28:53,4624.27,Card,1
O004265,2024-01-18 21:30:15,1995.66,COD,1
O004266,2024-07-02 13:12:10,1902.43,UPI,1
O004267,2024-12-15 20:12:02,1787.73,COD,1
O004268,2024-12-31 18:39:36,4825.8,UPI,1
O004269,2025-07-23 23:49:42,3287.8,COD,1
O004270,2024-04-18 07:07:54,581.07,Wallet,1
O004271,2024-06-10 15:27:11,2268.39,Wallet,1
O004272,2025-07-27 15:39:08,2282.14,COD,1
O004273,2025-04-26 07:17:57,3028.33,Wallet,1
O004274,2024-10-13 09:36:58,6019.53,COD,1
O004275,2024-03-03 10:44:00,4028.52,COD,0
O004276,2025-03-29 01:45:19,7930.84,NetBanking,1
O004277,2024-07-29 20:37:40,2924.03,COD,1
O004278,2025-03-10 09:57:47,4968.01,UPI,1
O004279,2024-09-22 11:25:37,3236.5,Wallet,1
O004280,2024-03-07 03:20:17,10334.26,UPI,1
O004281,2025-07-08 13:20:39,1710.1,Card,1
O004282,2024-07-22 21:36:25,2930.16,UPI,1
O004283,2024-04-08 17:04:53,3886.29,COD,1
O004284,2025-07-08 07:38:49,5070.43,COD,1
O004285,2024-10-31 14:22:25,1235.7,UPI,1
O004286,2024-10-24 17:18:00,3807.28,NetBanking,1
O004287,2024-10-22 11:01:55,3731.35,COD,1
O004288,2024-01-09 14:46:34,1443.52,UPI,1
O004289,2024-09-16 17:08:02,293.51,NetBanking,1
O004290,2025-03-01 23:27:33,2406.22,COD,1
O004291,2024-10-19 11:42:07,4815.51,Wallet,1
O004292,2025-05-22 18:30:10,8764.8,Card,1
O004293,2025-04-18 13:49:13,2202.34,UPI,0
O004294,2024-04-15 09:31:11,2071.71,COD,1
O004295,2025-04-10 11:53:02,2783.15,COD,1
O004296,2024-05-25 13:03:27,5851.52,NetBanking,1
O004297,2024-04-06 19:51:08,6902.61,UPI,1
O004298,2024-07-23 04:34:19,4961.59,NetBanking,1
O004299,2024-01-21 16:04:08,1156.07,COD,1
O004300,2024-07-07 08:11:01,4554.71,UPI,1
O004301,2025-01-30 07:41:02,4183.0,UPI,1
O004302,2025-02-14 04:01:11,766.94,COD,1
O004303,2024-08-25 14:47:27,6635.08,Wallet,1
O004304,2024-11-13 09:58:27,2280.11,UPI,1
O004305,2025-02-11 05:38:59,6096.51,NetBanking,1
O004306,2024-03-22 16:12:06,1646.24,COD,1
O004307,2024-01-25 00:40:20,695.94,UPI,1
O004308,2024-05-07 00:08:47,2821.44,Card,1
O004309,2025-04-23 02:17:05,8473.83,COD,1
O004310,2024-07-26 03:43:44,3036.69,COD,1
O004311,2024-10-27 05:59:50,4434.82,UPI,1
O004312,2025-02-23 16:08:30,1983.94,UPI,1
O004313,2024-11-01 13:42:16,1351.47,COD,1
O004314,2024-03-20 20:23:53,3343.3,NetBanking,1
O004315,2025-02-20 22:24:27,8904.42,UPI,1
O004316,2024-11-26 19:50:23,4457.95,Wallet,1
O004317,2024-02-14 18:09:52,3826.09,COD,1
O004318,2024-02-08 05:35:33,4616.88,COD,1
O004319,2025-01-21 00:07:09,4813.17,NetBanking,1
O004320,2025-07-15 03:19:36,3286.72,UPI,1
O004321,2025-06-25 06:19:15,2792.19,Card,1
O004322,2025-01-15 00:21:45,2408.85,NetBanking,1
O004323,2025-05-17 20:49:14,5749.81,UPI,1
O004324,2024-01-25 05:02:11,3766.95,COD,1
O004325,2024-11-03 03:36:20,3394.9,UPI,1
O004326,2025-07-29 03:08:46,3633.29,COD,1
O004327,2024-12-11 13:50:54,1793.56,COD,1
O004328,2024-04-07 23:12:47,1464.94,Card,1
O004329,2024-10-31 23:24:21,1221.08,UPI,1
O004330,2025-07-30 06:15:42,391.3,COD,1
O004331,2025-03-09 15:57:22,4763.39,COD,1
O004332,2024-02-28 08:22:56,1868.47,COD,1
O004333,2024-02-13 11:21:46,3564.27,UPI,1
O004334,2024-04-04 04:14:13,2805.51,UPI,1
O004335,2024-10-21 12:55:33,494.09,UPI,1
O004336,2024-09-30 23:56:39,5003.03,UPI,1
O004337,2025-07-04 05:59:00,2379.22,UPI,0
O004338,2024-03-18 14:16:24,5148.25,COD,1
O004339,2024-04-20 18:23:55,3605.85,UPI,1
O004340,2024-07-17 07:12:49,2426.52,NetBanking,1
O004341,2024-12-11 10:39:16,4589.78,UPI,1
O004342,2025-06-11 14:52:49,848.35,COD,1
O004343,2024-02-20 22:24:40,1368.47,COD,1
O004344,2024-05-06 14:51:05,3337.92,UPI,1
O004345,2025-03-13 18:08:24,800.72,UPI,1
O004346,2024-06-29 10:47:25,1736.48,UPI,1
O004347,2025-03-31 00:50:49,4094.28,COD,1
O004348,2024-09-05 19:08:27,5941.13,Wallet,1
O004349,2024-12-20 07:58:33,2617.45,Card,1
O004350,2025-04-19 02:29:52,1086.63,UPI,1
O004351,2024-08-10 23:21:29,672.4,Card,0
O004352,2025-05-01 13:33:50,12242.65,COD,1
O004353,2025-06-16 06:22:13,2371.53,UPI,1
O004354,2025-03-16 21:41:20,3379.86,UPI,1
O004355,2024-12-13 13:15:16,7017.52,UPI,1
O004356,2024-10-19 13:34:21,4785.32,COD,1
O004357,2025-05-01 12:07:09,8284.01,Card,1
O004358,2024-05-29 12:32:05,1492.04,UPI,1
O004359,2024-09-18 02:33:49,1737.99,COD,1
O004360,2025-03-11 19:26:27,3394.77,UPI,1
O004361,2025-01-09 22:19:12,949.5,UPI,1
O004362,2024-07-24 00:31:33,3564.76,NetBanking,1
O004363,2024-07-04 23:19:33,1678.95,UPI,1
O004364,2024-12-19 07:52:31,1038.53,UPI,1
O004365,2025-03-27 10:13:43,2975.89,Card,1
O004366,2024-05-21 05:00:26,3877.56,UPI,1
O004367,2025-05-04 00:13:21,5723.36,UPI,1
O004368,2025-03-08 00:32:23,841.54,COD,1
O004369,2025-06-29 19:55:04,822.16,COD,1
O004370,2024-05-29 18:22:48,5068.96,Wallet,1
O004371,2025-01-29 03:54:05,1815.4,COD,1
O004372,2025-03-14 15:03:19,4609.5,UPI,1
O004373,2024-04-09 23:59:25,3136.11,UPI,0
O004374,2025-07-18 11:46:00,1839.91,NetBanking,1
O004375,2024-10-24 13:22:14,1741.05,UPI,1
O004376,2024-04-22 18:27:59,13219.44,Card,1
O004377,2024-03-25 04:06:47,4791.72,UPI,1
O004378,2024-08-27 15:28:53,3389.18,NetBanking,1
O004379,2024-03-19 06:57:19,3438.94,Wallet,1
O004380,2024-07-18 12:26:41,509.68,COD,1
O004381,2024-09-25 19:25:22,2978.48,UPI,1
O004382,2024-09-03 00:44:17,6290.61,COD,1
O004383,2024-10-20 20:54:22,472.44,COD,1
O004384,2025-04-22 13:57:38,3638.04,COD,1
O004385,2024-04-24 02:58:02,4975.87,COD,1
O004386,2024-05-29 00:17:52,5722.04,COD,1
O004387,2024-05-16 05:20:20,3352.86,UPI,1
O004388,2024-07-25 22:36:58,1125.32,UPI,1
O004389,2024-03-11 16:27:31,7138.87,UPI,1
